Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3447.3200000000024 t=0.035
gen=1 bestSolVal=3970.459999999999 t=0.089
gen=2 bestSolVal=4403.7000000000035 t=0.139
gen=3 bestSolVal=5352.230000000002 t=0.186
gen=4 bestSolVal=5520.060000000001 t=0.234
gen=6 bestSolVal=6054.470000000003 t=0.327
gen=7 bestSolVal=7290.279999999997 t=0.374
gen=8 bestSolVal=7557.370000000001 t=0.421
gen=11 bestSolVal=8045.429999999997 t=0.564
gen=13 bestSolVal=8544.330000000002 t=0.661
gen=14 bestSolVal=8583.929999999997 t=0.709
gen=15 bestSolVal=9464.559999999996 t=0.758
gen=17 bestSolVal=10579.529999999997 t=0.855
gen=19 bestSolVal=10743.289999999999 t=0.953
gen=20 bestSolVal=10781.510000000004 t=1.002
gen=21 bestSolVal=11420.2 t=1.05
gen=23 bestSolVal=12306.170000000006 t=1.147
gen=27 bestSolVal=13371.409999999998 t=1.339
gen=32 bestSolVal=13434.139999999996 t=1.58
gen=34 bestSolVal=13608.139999999989 t=1.678
gen=37 bestSolVal=13937.870000000006 t=1.826
gen=38 bestSolVal=14413.189999999999 t=1.876
gen=40 bestSolVal=14984.980000000003 t=1.977
gen=43 bestSolVal=15092.990000000002 t=2.126
gen=44 bestSolVal=15504.899999999992 t=2.175
gen=47 bestSolVal=16205.739999999998 t=2.324
gen=52 bestSolVal=16299.589999999995 t=2.577
gen=55 bestSolVal=16591.669999999987 t=2.729
gen=56 bestSolVal=16638.319999999996 t=2.779
gen=60 bestSolVal=16663.34999999999 t=2.976
gen=61 bestSolVal=17383.44 t=3.025
gen=64 bestSolVal=17597.619999999995 t=3.175
gen=65 bestSolVal=17667.75999999999 t=3.226
gen=68 bestSolVal=17704.849999999995 t=3.376
gen=69 bestSolVal=18091.73 t=3.426
gen=79 bestSolVal=18716.509999999984 t=3.919
gen=91 bestSolVal=18892.75999999999 t=4.521
gen=95 bestSolVal=18956.78999999999 t=4.723
gen=98 bestSolVal=19414.55 t=4.874
gen=102 bestSolVal=19533.12 t=5.075
gen=105 bestSolVal=19712.729999999996 t=5.224
gen=122 bestSolVal=19746.890000000003 t=6.073
gen=126 bestSolVal=19901.639999999996 t=6.271
gen=129 bestSolVal=19903.58999999999 t=6.42
gen=139 bestSolVal=20004.449999999993 t=6.916
gen=143 bestSolVal=20021.169999999987 t=7.115
gen=148 bestSolVal=20187.48 t=7.365
gen=156 bestSolVal=20254.530000000006 t=7.763
gen=158 bestSolVal=20257.780000000002 t=7.866
gen=159 bestSolVal=20380.79999999999 t=7.917
gen=164 bestSolVal=20477.89000000001 t=8.165
gen=167 bestSolVal=20489.63000000001 t=8.315
gen=168 bestSolVal=20535.48000000001 t=8.364
gen=169 bestSolVal=20569.519999999997 t=8.414
gen=173 bestSolVal=20773.09 t=8.614
gen=183 bestSolVal=20947.819999999996 t=9.115
gen=196 bestSolVal=20988.44 t=9.763
gen=199 bestSolVal=21055.05 t=9.914
gen=231 bestSolVal=21154.960000000003 t=11.508
gen=264 bestSolVal=21244.850000000002 t=13.155
gen=328 bestSolVal=21301.33 t=16.968
gen=388 bestSolVal=21311.620000000006 t=19.974
Set coverage = [58, 61, 53, 56, 62, 56, 78, 63, 56, 57, 52, 69, 62, 70, 51, 61, 51, 67, 60, 50, 54, 53, 57, 52, 56, 62, 51, 56, 55, 55, 49, 64, 65, 62, 56, 60, 60, 55, 68, 57, 54, 51, 52, 65, 60, 57, 60, 58, 49, 77, 57, 59, 53, 53, 62, 64, 52, 57, 59, 55, 55, 56, 58, 62, 63, 55, 55, 57, 55, 52, 62, 56, 60, 56, 61, 54, 61, 61, 59, 60, 54, 69, 63, 54, 61, 64, 53, 51, 79, 49, 59, 61, 59, 58, 60, 49, 63, 56, 54, 61, 59, 61, 65, 61, 54, 58, 53, 48, 61, 67, 51, 50, 60, 58, 55, 50, 65, 56, 65, 63, 57, 61, 64, 54, 56, 55, 55, 52, 59, 56, 52, 53, 53, 65, 62, 61, 62, 57, 54, 60, 56, 51, 55, 60, 56, 65, 67, 66, 56, 70, 50, 55, 52, 57, 50, 53, 60, 63, 63, 59, 55, 55, 63, 60, 59, 58, 57, 61, 63, 64, 55, 61, 58, 58, 51, 53, 62, 60, 54, 50, 54, 62, 62, 45, 49, 57, 52, 55, 62, 58, 57, 66, 55, 64, 65, 54, 52, 56, 57, 60]
maxVal = Solution: cost=[21311.620000000006], size=[116], elements=[3, 5, 6, 7, 10, 11, 12, 13, 15, 16, 19, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 78, 79, 84, 85, 88, 91, 93, 95, 96, 97, 99, 101, 105, 106, 109, 110, 111, 115, 118, 119, 120, 121, 122, 123, 124, 125, 128, 130, 131, 132, 133, 137, 141, 142, 143, 145, 147, 151, 153, 155, 157, 158, 160, 161, 162, 165, 167, 168, 172, 173, 175, 181, 185, 187, 190, 191, 192, 194, 195, 196, 197, 199]
Time = 19.985 seg
