Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=4205.9 t=0.036
gen=2 bestSolVal=4595.460000000001 t=0.139
gen=3 bestSolVal=5183.229999999997 t=0.189
gen=4 bestSolVal=5474.539999999997 t=0.235
gen=5 bestSolVal=6204.459999999998 t=0.282
gen=6 bestSolVal=7274.580000000002 t=0.33
gen=7 bestSolVal=7314.130000000004 t=0.379
gen=8 bestSolVal=8199.320000000002 t=0.426
gen=9 bestSolVal=8681.750000000005 t=0.473
gen=10 bestSolVal=8921.08 t=0.52
gen=11 bestSolVal=9377.859999999997 t=0.566
gen=12 bestSolVal=9791.510000000004 t=0.613
gen=13 bestSolVal=10062.390000000003 t=0.659
gen=14 bestSolVal=10130.279999999997 t=0.705
gen=15 bestSolVal=10849.419999999996 t=0.751
gen=17 bestSolVal=11240.869999999999 t=0.845
gen=18 bestSolVal=11467.199999999999 t=0.892
gen=19 bestSolVal=11596.250000000007 t=0.939
gen=20 bestSolVal=11936.340000000002 t=0.985
gen=21 bestSolVal=13529.37 t=1.032
gen=24 bestSolVal=13708.62 t=1.171
gen=26 bestSolVal=14004.110000000004 t=1.264
gen=27 bestSolVal=14271.679999999998 t=1.311
gen=30 bestSolVal=14536.980000000005 t=1.452
gen=31 bestSolVal=15094.930000000004 t=1.499
gen=36 bestSolVal=15162.600000000006 t=1.74
gen=37 bestSolVal=15293.319999999992 t=1.788
gen=38 bestSolVal=15315.350000000008 t=1.836
gen=41 bestSolVal=15978.310000000003 t=1.982
gen=42 bestSolVal=16236.14 t=2.031
gen=47 bestSolVal=16557.000000000004 t=2.27
gen=48 bestSolVal=16608.519999999993 t=2.318
gen=50 bestSolVal=16806.470000000005 t=2.416
gen=53 bestSolVal=17136.27 t=2.562
gen=55 bestSolVal=17406.56 t=2.66
gen=56 bestSolVal=17561.739999999987 t=2.709
gen=58 bestSolVal=17588.830000000005 t=2.808
gen=61 bestSolVal=17781.56999999999 t=2.958
gen=64 bestSolVal=17941.250000000007 t=3.105
gen=68 bestSolVal=18009.339999999997 t=3.305
gen=69 bestSolVal=18061.44 t=3.355
gen=70 bestSolVal=18182.54999999999 t=3.405
gen=72 bestSolVal=18646.330000000005 t=3.506
gen=74 bestSolVal=18721.71 t=3.607
gen=75 bestSolVal=18800.460000000003 t=3.658
gen=76 bestSolVal=18933.9 t=3.709
gen=83 bestSolVal=18969.790000000005 t=4.057
gen=84 bestSolVal=19407.129999999983 t=4.107
gen=99 bestSolVal=19441.870000000003 t=4.853
gen=100 bestSolVal=19478.039999999986 t=4.903
gen=102 bestSolVal=19691.77000000001 t=5.002
gen=112 bestSolVal=19861.690000000002 t=5.502
gen=118 bestSolVal=19935.380000000005 t=5.803
gen=132 bestSolVal=20048.98 t=6.515
gen=146 bestSolVal=20103.109999999993 t=7.223
gen=152 bestSolVal=20266.56 t=7.527
gen=153 bestSolVal=20267.72999999999 t=7.578
gen=155 bestSolVal=20308.87999999999 t=7.679
gen=157 bestSolVal=20326.139999999985 t=7.781
gen=159 bestSolVal=20330.999999999985 t=7.882
gen=161 bestSolVal=20407.930000000004 t=7.982
gen=177 bestSolVal=20521.85999999999 t=8.797
gen=193 bestSolVal=20648.68 t=9.614
gen=203 bestSolVal=20755.83 t=10.12
gen=263 bestSolVal=20797.980000000007 t=13.165
gen=348 bestSolVal=20814.419999999995 t=18.257
gen=384 bestSolVal=20893.679999999997 t=20.104
gen=397 bestSolVal=20961.79000000001 t=20.771
gen=569 bestSolVal=21039.119999999995 t=29.783
gen=597 bestSolVal=21149.369999999995 t=31.241
gen=639 bestSolVal=21186.18 t=33.415
gen=652 bestSolVal=21305.770000000004 t=34.091
gen=697 bestSolVal=21374.959999999995 t=36.419
Set coverage = [61, 70, 61, 60, 68, 68, 84, 68, 61, 67, 59, 76, 72, 75, 61, 64, 57, 72, 65, 54, 65, 66, 68, 57, 58, 66, 55, 65, 68, 57, 60, 68, 71, 70, 67, 66, 63, 70, 77, 65, 64, 59, 55, 70, 68, 67, 70, 70, 58, 83, 68, 66, 58, 61, 69, 74, 58, 66, 65, 62, 62, 60, 64, 68, 70, 65, 64, 65, 59, 65, 67, 62, 67, 63, 69, 65, 69, 68, 61, 69, 61, 71, 70, 62, 73, 72, 61, 57, 83, 56, 69, 73, 68, 64, 69, 58, 78, 71, 64, 64, 68, 71, 69, 67, 58, 70, 59, 55, 74, 70, 58, 62, 69, 65, 66, 61, 76, 63, 73, 72, 62, 74, 70, 62, 69, 65, 62, 61, 68, 60, 59, 59, 57, 69, 70, 72, 67, 64, 62, 65, 65, 59, 58, 67, 63, 72, 68, 71, 65, 78, 63, 61, 58, 63, 57, 58, 68, 68, 72, 62, 63, 61, 69, 71, 68, 63, 64, 69, 73, 68, 60, 69, 67, 67, 59, 55, 66, 70, 60, 63, 62, 68, 69, 49, 53, 66, 66, 61, 67, 63, 68, 66, 68, 74, 76, 63, 61, 63, 68, 63]
maxVal = Solution: cost=[21374.959999999995], size=[131], elements=[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 36, 38, 40, 41, 42, 43, 45, 46, 48, 49, 50, 52, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 78, 82, 83, 84, 85, 88, 89, 91, 93, 95, 96, 97, 99, 101, 104, 105, 106, 108, 109, 110, 111, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 128, 130, 131, 132, 137, 138, 141, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 165, 168, 169, 172, 173, 175, 177, 181, 182, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 36.431 seg
