Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3272.5399999999995 t=0.035
gen=1 bestSolVal=3929.0299999999993 t=0.091
gen=2 bestSolVal=4362.77 t=0.141
gen=3 bestSolVal=4388.809999999998 t=0.19
gen=4 bestSolVal=5819.459999999999 t=0.237
gen=5 bestSolVal=6610.770000000002 t=0.284
gen=8 bestSolVal=7265.329999999998 t=0.427
gen=9 bestSolVal=8123.390000000002 t=0.475
gen=10 bestSolVal=8374.330000000004 t=0.523
gen=12 bestSolVal=8420.889999999998 t=0.619
gen=13 bestSolVal=8657.160000000003 t=0.667
gen=14 bestSolVal=9160.759999999997 t=0.715
gen=17 bestSolVal=9969.060000000003 t=0.855
gen=18 bestSolVal=10156.630000000001 t=0.902
gen=19 bestSolVal=11314.010000000002 t=0.95
gen=20 bestSolVal=11332.530000000008 t=0.997
gen=22 bestSolVal=11601.820000000005 t=1.091
gen=24 bestSolVal=11757.120000000003 t=1.187
gen=25 bestSolVal=12527.470000000001 t=1.235
gen=27 bestSolVal=12728.739999999996 t=1.332
gen=28 bestSolVal=12758.500000000005 t=1.381
gen=29 bestSolVal=13326.579999999993 t=1.429
gen=30 bestSolVal=14518.26 t=1.477
gen=32 bestSolVal=14720.019999999999 t=1.573
gen=34 bestSolVal=15169.240000000013 t=1.67
gen=35 bestSolVal=15344.119999999995 t=1.719
gen=38 bestSolVal=15480.719999999998 t=1.867
gen=39 bestSolVal=15819.07 t=1.916
gen=40 bestSolVal=16757.68999999999 t=1.965
gen=42 bestSolVal=16909.619999999988 t=2.062
gen=44 bestSolVal=17071.059999999987 t=2.159
gen=46 bestSolVal=17213.510000000006 t=2.257
gen=47 bestSolVal=17609.929999999997 t=2.306
gen=48 bestSolVal=17619.569999999992 t=2.355
gen=49 bestSolVal=17659.259999999995 t=2.405
gen=55 bestSolVal=17837.790000000008 t=3.15
gen=57 bestSolVal=18576.28 t=3.301
gen=60 bestSolVal=18590.07 t=3.642
gen=65 bestSolVal=18623.989999999998 t=3.914
gen=74 bestSolVal=18969.200000000004 t=4.45
gen=78 bestSolVal=19183.950000000004 t=4.72
gen=82 bestSolVal=19306.120000000006 t=4.941
gen=84 bestSolVal=19371.01000000001 t=5.111
gen=93 bestSolVal=19480.42000000001 t=5.674
gen=96 bestSolVal=19907.96 t=5.836
gen=99 bestSolVal=20092.010000000017 t=5.996
gen=100 bestSolVal=20119.97000000001 t=6.048
gen=104 bestSolVal=20319.24999999999 t=6.255
gen=110 bestSolVal=20400.06999999999 t=6.555
gen=121 bestSolVal=20552.369999999988 t=7.101
gen=122 bestSolVal=20613.319999999992 t=7.151
gen=129 bestSolVal=20747.38999999999 t=7.498
gen=159 bestSolVal=21002.149999999994 t=9.022
gen=166 bestSolVal=21004.459999999992 t=9.374
gen=178 bestSolVal=21040.120000000014 t=9.975
gen=199 bestSolVal=21142.990000000013 t=11.033
gen=283 bestSolVal=21231.720000000012 t=15.305
gen=330 bestSolVal=21254.599999999995 t=17.685
gen=407 bestSolVal=21259.68 t=21.538
gen=429 bestSolVal=21270.28 t=22.641
gen=432 bestSolVal=21318.59999999999 t=22.791
Set coverage = [59, 63, 58, 58, 61, 65, 78, 62, 58, 66, 59, 71, 70, 69, 55, 58, 54, 67, 62, 49, 58, 60, 65, 51, 56, 69, 52, 62, 58, 56, 54, 62, 63, 65, 60, 60, 62, 65, 71, 58, 57, 56, 48, 70, 69, 60, 63, 68, 54, 80, 64, 66, 53, 58, 64, 68, 55, 64, 62, 60, 60, 54, 60, 63, 68, 58, 58, 62, 60, 60, 62, 59, 66, 60, 61, 63, 66, 68, 63, 65, 58, 67, 65, 58, 72, 62, 57, 53, 77, 50, 66, 65, 65, 59, 64, 57, 69, 69, 59, 58, 66, 64, 67, 66, 55, 63, 58, 54, 66, 68, 56, 55, 61, 58, 63, 59, 68, 57, 67, 66, 58, 68, 64, 61, 65, 60, 63, 59, 60, 55, 54, 55, 55, 70, 67, 65, 62, 62, 60, 60, 62, 54, 58, 60, 58, 65, 63, 67, 58, 68, 59, 63, 55, 64, 51, 57, 60, 66, 67, 63, 59, 53, 58, 69, 62, 61, 62, 65, 67, 66, 60, 64, 60, 58, 56, 57, 66, 64, 60, 60, 58, 65, 68, 47, 48, 63, 67, 57, 59, 61, 66, 62, 60, 72, 70, 60, 60, 54, 62, 62]
maxVal = Solution: cost=[21318.59999999999], size=[123], elements=[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 36, 41, 44, 45, 46, 48, 49, 50, 52, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 72, 73, 76, 78, 83, 84, 85, 88, 91, 93, 95, 96, 97, 99, 101, 104, 105, 106, 107, 108, 110, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 124, 125, 127, 128, 130, 131, 132, 133, 137, 138, 141, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 168, 169, 173, 174, 175, 181, 185, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 22.802 seg
