Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3603.9600000000005 t=0.036
gen=1 bestSolVal=3779.05 t=0.091
gen=2 bestSolVal=4595.480000000003 t=0.141
gen=3 bestSolVal=4840.750000000003 t=0.19
gen=4 bestSolVal=5866.379999999998 t=0.236
gen=5 bestSolVal=6200.159999999998 t=0.282
gen=6 bestSolVal=6327.740000000002 t=0.329
gen=7 bestSolVal=7164.910000000004 t=0.375
gen=8 bestSolVal=9249.130000000005 t=0.422
gen=10 bestSolVal=9282.330000000007 t=0.515
gen=12 bestSolVal=9359.349999999997 t=0.609
gen=13 bestSolVal=10047.450000000003 t=0.656
gen=14 bestSolVal=10792.389999999996 t=0.703
gen=17 bestSolVal=10975.340000000002 t=0.846
gen=18 bestSolVal=11308.210000000001 t=0.894
gen=19 bestSolVal=11939.380000000006 t=0.943
gen=20 bestSolVal=11998.370000000003 t=0.99
gen=21 bestSolVal=12421.720000000005 t=1.039
gen=23 bestSolVal=12763.060000000003 t=1.135
gen=25 bestSolVal=12844.7 t=1.231
gen=26 bestSolVal=13355.909999999994 t=1.28
gen=27 bestSolVal=13945.57 t=1.329
gen=28 bestSolVal=14349.64 t=1.379
gen=29 bestSolVal=14696.379999999996 t=1.429
gen=30 bestSolVal=15175.23 t=1.479
gen=31 bestSolVal=15235.25 t=1.529
gen=35 bestSolVal=15296.430000000004 t=1.733
gen=36 bestSolVal=15310.130000000005 t=1.783
gen=39 bestSolVal=15752.250000000004 t=1.935
gen=41 bestSolVal=16061.779999999993 t=2.037
gen=44 bestSolVal=16087.78 t=2.185
gen=46 bestSolVal=16194.42 t=2.285
gen=48 bestSolVal=16319.82 t=2.385
gen=49 bestSolVal=16511.100000000002 t=2.435
gen=51 bestSolVal=16579.539999999986 t=2.534
gen=52 bestSolVal=16896.390000000003 t=2.584
gen=53 bestSolVal=16905.840000000004 t=2.634
gen=56 bestSolVal=17047.690000000002 t=2.784
gen=59 bestSolVal=17056.010000000002 t=2.935
gen=61 bestSolVal=17056.600000000006 t=3.035
gen=62 bestSolVal=17199.32999999999 t=3.085
gen=63 bestSolVal=17199.55 t=3.135
gen=64 bestSolVal=17222.869999999988 t=3.185
gen=65 bestSolVal=17249.230000000014 t=3.235
gen=66 bestSolVal=17346.199999999997 t=3.285
gen=68 bestSolVal=17571.66000000001 t=3.385
gen=70 bestSolVal=17586.03999999999 t=3.485
gen=72 bestSolVal=17969.630000000005 t=3.585
gen=76 bestSolVal=18001.110000000008 t=3.788
gen=79 bestSolVal=18228.10000000001 t=3.941
gen=82 bestSolVal=18296.870000000006 t=4.092
gen=86 bestSolVal=18389.160000000003 t=4.292
gen=88 bestSolVal=18625.07000000001 t=4.392
gen=104 bestSolVal=18723.48 t=5.196
gen=106 bestSolVal=18900.360000000004 t=5.296
gen=117 bestSolVal=19070.00000000002 t=5.848
gen=127 bestSolVal=19165.60000000002 t=6.362
gen=133 bestSolVal=19219.16 t=6.668
gen=135 bestSolVal=19219.800000000007 t=6.77
gen=143 bestSolVal=19362.630000000005 t=7.178
gen=159 bestSolVal=19662.179999999997 t=7.993
gen=160 bestSolVal=19823.769999999993 t=8.044
gen=166 bestSolVal=20051.269999999997 t=8.351
gen=168 bestSolVal=20145.639999999996 t=8.453
gen=169 bestSolVal=20249.370000000003 t=8.503
gen=210 bestSolVal=20312.480000000003 t=10.607
gen=225 bestSolVal=20319.910000000003 t=11.375
gen=227 bestSolVal=20557.149999999998 t=11.479
gen=240 bestSolVal=20616.719999999987 t=12.139
gen=242 bestSolVal=20637.90999999998 t=12.239
gen=316 bestSolVal=20731.970000000005 t=16.05
gen=321 bestSolVal=20799.899999999987 t=16.309
gen=332 bestSolVal=20988.619999999988 t=16.881
gen=346 bestSolVal=21024.920000000006 t=17.908
gen=368 bestSolVal=21033.230000000003 t=19.335
gen=391 bestSolVal=21109.880000000005 t=20.573
gen=479 bestSolVal=21121.179999999997 t=25.09
gen=525 bestSolVal=21221.559999999998 t=27.444
gen=532 bestSolVal=21272.189999999988 t=27.808
gen=554 bestSolVal=21327.489999999998 t=28.972
Set coverage = [58, 69, 58, 60, 68, 61, 81, 65, 62, 65, 60, 72, 72, 71, 64, 64, 53, 69, 66, 53, 64, 61, 64, 57, 58, 68, 54, 67, 64, 60, 62, 68, 67, 66, 64, 66, 60, 65, 78, 65, 60, 60, 52, 68, 72, 64, 67, 67, 57, 83, 68, 64, 61, 61, 66, 70, 58, 63, 65, 62, 63, 58, 63, 69, 71, 64, 62, 65, 57, 63, 64, 67, 65, 64, 69, 66, 66, 68, 64, 65, 60, 67, 73, 63, 72, 69, 61, 56, 82, 55, 67, 71, 66, 61, 66, 56, 76, 65, 62, 64, 69, 69, 70, 69, 58, 67, 62, 52, 67, 71, 60, 62, 69, 62, 65, 59, 74, 64, 68, 71, 57, 73, 69, 63, 67, 64, 65, 59, 66, 56, 59, 59, 56, 68, 70, 69, 67, 65, 61, 64, 65, 58, 57, 65, 65, 68, 74, 73, 61, 73, 60, 63, 56, 64, 56, 60, 69, 71, 67, 61, 61, 57, 66, 74, 69, 63, 66, 67, 72, 66, 59, 70, 68, 63, 53, 60, 69, 68, 64, 62, 63, 69, 67, 48, 52, 65, 63, 66, 64, 60, 65, 65, 66, 75, 74, 62, 59, 58, 67, 62]
maxVal = Solution: cost=[21327.489999999998], size=[129], elements=[3, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 45, 49, 50, 51, 52, 53, 55, 56, 57, 58, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 78, 79, 82, 83, 84, 85, 88, 89, 93, 96, 97, 99, 101, 102, 104, 105, 106, 108, 110, 111, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 128, 130, 131, 132, 137, 138, 141, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 165, 168, 169, 172, 173, 175, 177, 181, 182, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 28.985 seg
