Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=5040.850000000001 t=0.035
gen=3 bestSolVal=5277.099999999999 t=0.186
gen=4 bestSolVal=6205.989999999999 t=0.235
gen=6 bestSolVal=6696.369999999999 t=0.328
gen=7 bestSolVal=7393.66 t=0.376
gen=8 bestSolVal=8042.899999999999 t=0.422
gen=9 bestSolVal=8460.580000000002 t=0.469
gen=10 bestSolVal=8826.659999999993 t=0.518
gen=12 bestSolVal=9509.6 t=0.615
gen=14 bestSolVal=9934.120000000004 t=0.709
gen=15 bestSolVal=10475.45 t=0.755
gen=16 bestSolVal=11103.440000000006 t=0.802
gen=18 bestSolVal=11588.060000000007 t=0.895
gen=19 bestSolVal=12164.669999999998 t=0.942
gen=20 bestSolVal=12179.659999999996 t=0.989
gen=22 bestSolVal=12650.139999999996 t=1.084
gen=25 bestSolVal=13437.580000000002 t=1.23
gen=27 bestSolVal=13943.889999999996 t=1.327
gen=30 bestSolVal=14319.779999999993 t=1.472
gen=31 bestSolVal=14817.160000000002 t=1.521
gen=32 bestSolVal=14876.250000000002 t=1.57
gen=33 bestSolVal=14994.320000000005 t=1.619
gen=34 bestSolVal=15422.899999999998 t=1.668
gen=39 bestSolVal=15984.929999999997 t=1.913
gen=41 bestSolVal=16204.780000000006 t=2.012
gen=42 bestSolVal=16416.440000000006 t=2.062
gen=45 bestSolVal=17299.520000000008 t=2.208
gen=50 bestSolVal=17656.17 t=2.45
gen=52 bestSolVal=17719.78 t=2.548
gen=55 bestSolVal=17794.2 t=2.694
gen=57 bestSolVal=17877.500000000004 t=2.792
gen=58 bestSolVal=17903.650000000016 t=2.841
gen=60 bestSolVal=17915.31 t=2.939
gen=61 bestSolVal=18147.040000000005 t=2.988
gen=63 bestSolVal=18365.71 t=3.084
gen=69 bestSolVal=18400.929999999993 t=3.373
gen=78 bestSolVal=18423.790000000005 t=3.811
gen=85 bestSolVal=18543.889999999996 t=4.154
gen=87 bestSolVal=18844.339999999993 t=4.251
gen=105 bestSolVal=18854.210000000003 t=5.123
gen=111 bestSolVal=18978.52999999998 t=5.416
gen=120 bestSolVal=19215.329999999987 t=5.856
gen=128 bestSolVal=19521.619999999984 t=6.248
gen=142 bestSolVal=19630.449999999997 t=6.964
gen=158 bestSolVal=19801.07 t=7.777
gen=176 bestSolVal=19880.850000000006 t=8.667
gen=180 bestSolVal=20084.0 t=8.865
gen=197 bestSolVal=20249.919999999987 t=9.7
gen=200 bestSolVal=20299.469999999994 t=9.846
gen=222 bestSolVal=20407.69999999999 t=10.938
gen=234 bestSolVal=20537.919999999995 t=11.536
gen=235 bestSolVal=20797.99999999999 t=11.586
gen=278 bestSolVal=20842.98999999999 t=13.732
gen=282 bestSolVal=20912.010000000017 t=13.933
gen=319 bestSolVal=21021.320000000014 t=15.787
gen=330 bestSolVal=21043.220000000023 t=16.342
gen=403 bestSolVal=21122.56000000002 t=20.127
gen=413 bestSolVal=21149.120000000017 t=20.625
gen=426 bestSolVal=21305.610000000004 t=21.277
gen=464 bestSolVal=21340.390000000003 t=23.195
Set coverage = [58, 62, 56, 57, 61, 61, 73, 54, 54, 62, 58, 70, 66, 66, 54, 58, 53, 65, 63, 51, 59, 57, 64, 55, 60, 63, 51, 62, 61, 55, 54, 60, 62, 62, 61, 63, 61, 58, 70, 60, 61, 59, 53, 66, 60, 61, 60, 68, 54, 75, 63, 57, 53, 52, 65, 67, 55, 60, 63, 52, 61, 58, 57, 67, 58, 65, 54, 61, 58, 54, 64, 54, 57, 55, 68, 56, 61, 65, 59, 62, 55, 64, 58, 57, 63, 68, 58, 53, 72, 53, 59, 65, 62, 56, 61, 56, 70, 65, 63, 57, 63, 65, 59, 65, 59, 61, 56, 51, 65, 64, 54, 59, 61, 59, 62, 61, 71, 59, 65, 63, 57, 67, 66, 59, 56, 55, 57, 54, 64, 57, 56, 52, 56, 65, 66, 69, 62, 55, 56, 56, 60, 48, 52, 65, 58, 61, 64, 69, 55, 69, 54, 62, 58, 58, 50, 57, 65, 66, 67, 61, 56, 51, 63, 64, 59, 63, 60, 62, 70, 61, 55, 67, 64, 58, 52, 55, 61, 62, 57, 64, 61, 61, 64, 41, 53, 61, 57, 58, 56, 61, 68, 64, 60, 64, 64, 53, 59, 62, 54, 56]
maxVal = Solution: cost=[21340.390000000003], size=[120], elements=[3, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 39, 41, 42, 43, 48, 49, 52, 53, 54, 55, 56, 57, 58, 60, 62, 64, 65, 67, 68, 69, 70, 71, 73, 75, 76, 78, 80, 81, 85, 86, 87, 88, 89, 91, 93, 96, 97, 99, 101, 102, 104, 105, 106, 110, 111, 114, 115, 117, 118, 121, 122, 123, 124, 125, 127, 128, 130, 132, 133, 137, 144, 145, 147, 148, 149, 151, 152, 153, 157, 158, 160, 161, 162, 163, 167, 168, 169, 170, 172, 173, 175, 176, 177, 179, 181, 183, 185, 187, 188, 190, 191, 192, 193, 194, 195, 197, 199]
Time = 23.208 seg
