Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=4483.750000000003 t=0.036
gen=1 bestSolVal=4626.600000000003 t=0.09
gen=3 bestSolVal=5378.109999999999 t=0.187
gen=4 bestSolVal=6503.9100000000035 t=0.234
gen=5 bestSolVal=6879.500000000001 t=0.281
gen=6 bestSolVal=6922.280000000003 t=0.329
gen=7 bestSolVal=8333.62 t=0.377
gen=9 bestSolVal=9452.729999999998 t=0.473
gen=11 bestSolVal=9819.959999999992 t=0.57
gen=13 bestSolVal=9988.409999999994 t=0.667
gen=14 bestSolVal=10891.589999999998 t=0.715
gen=17 bestSolVal=11169.05 t=0.86
gen=18 bestSolVal=11499.829999999994 t=0.908
gen=19 bestSolVal=11761.240000000002 t=0.955
gen=22 bestSolVal=12458.580000000002 t=1.1
gen=23 bestSolVal=12649.429999999995 t=1.148
gen=25 bestSolVal=12742.789999999997 t=1.24
gen=26 bestSolVal=13177.670000000004 t=1.287
gen=27 bestSolVal=13316.319999999996 t=1.333
gen=28 bestSolVal=13326.089999999995 t=1.38
gen=30 bestSolVal=14083.9 t=1.473
gen=34 bestSolVal=14226.130000000008 t=1.664
gen=35 bestSolVal=14283.700000000003 t=1.712
gen=36 bestSolVal=14699.899999999992 t=1.759
gen=40 bestSolVal=15049.770000000004 t=1.953
gen=42 bestSolVal=15257.270000000002 t=2.05
gen=43 bestSolVal=15484.879999999996 t=2.098
gen=45 bestSolVal=15777.77 t=2.193
gen=46 bestSolVal=15828.83 t=2.241
gen=54 bestSolVal=15928.530000000002 t=2.623
gen=55 bestSolVal=16525.979999999996 t=2.671
gen=66 bestSolVal=16558.58000000001 t=3.198
gen=70 bestSolVal=16936.39 t=3.389
gen=74 bestSolVal=16965.8 t=3.581
gen=75 bestSolVal=17183.569999999996 t=3.629
gen=76 bestSolVal=17551.6 t=3.677
gen=78 bestSolVal=17748.379999999997 t=3.775
gen=79 bestSolVal=17884.120000000003 t=3.826
gen=86 bestSolVal=18510.090000000007 t=4.175
gen=88 bestSolVal=18702.620000000003 t=4.275
gen=95 bestSolVal=18742.340000000022 t=4.624
gen=97 bestSolVal=18772.58000000002 t=4.724
gen=103 bestSolVal=18832.200000000015 t=5.022
gen=104 bestSolVal=19215.07999999999 t=5.072
gen=112 bestSolVal=19262.419999999995 t=5.473
gen=120 bestSolVal=19466.939999999988 t=5.873
gen=123 bestSolVal=19636.239999999998 t=6.023
gen=127 bestSolVal=19730.269999999997 t=6.221
gen=135 bestSolVal=19776.769999999997 t=6.621
gen=141 bestSolVal=20021.309999999998 t=6.916
gen=159 bestSolVal=20127.07 t=7.811
gen=162 bestSolVal=20138.139999999996 t=7.961
gen=164 bestSolVal=20257.909999999993 t=8.062
gen=196 bestSolVal=20389.919999999995 t=9.647
gen=210 bestSolVal=20456.51999999999 t=10.345
gen=233 bestSolVal=20500.749999999993 t=11.487
gen=241 bestSolVal=20591.35999999999 t=11.884
gen=277 bestSolVal=20635.64999999999 t=13.697
gen=318 bestSolVal=20780.839999999997 t=15.752
gen=372 bestSolVal=20982.689999999988 t=18.779
gen=458 bestSolVal=21001.17999999999 t=23.798
gen=505 bestSolVal=21001.18 t=26.193
gen=518 bestSolVal=21050.7 t=26.853
gen=599 bestSolVal=21132.92 t=31.066
gen=604 bestSolVal=21141.809999999998 t=31.323
gen=617 bestSolVal=21169.579999999998 t=31.982
gen=644 bestSolVal=21197.24000000001 t=33.355
gen=677 bestSolVal=21235.269999999997 t=35.04
gen=764 bestSolVal=21292.640000000007 t=39.513
gen=864 bestSolVal=21320.659999999996 t=44.632
gen=986 bestSolVal=21384.77999999999 t=50.938
gen=996 bestSolVal=21428.500000000007 t=51.455
gen=1014 bestSolVal=21433.17000000001 t=52.369
gen=1067 bestSolVal=21471.390000000003 t=55.079
gen=1088 bestSolVal=21766.540000000005 t=56.183
gen=1239 bestSolVal=21796.83000000001 t=63.825
gen=1345 bestSolVal=21820.149999999994 t=69.247
gen=1431 bestSolVal=21917.979999999996 t=73.687
gen=1480 bestSolVal=21924.940000000002 t=76.208
gen=1514 bestSolVal=21953.97000000001 t=77.948
gen=1530 bestSolVal=21977.889999999992 t=79.105
gen=1692 bestSolVal=22022.230000000003 t=88.192
gen=1715 bestSolVal=22050.35 t=89.418
gen=1749 bestSolVal=22081.170000000002 t=91.273
gen=1945 bestSolVal=22091.420000000002 t=101.271
gen=2127 bestSolVal=22168.57 t=110.443
gen=2235 bestSolVal=22201.250000000007 t=115.91
gen=2286 bestSolVal=22332.44 t=118.47
Set coverage = [54, 65, 59, 57, 65, 60, 84, 65, 57, 61, 57, 70, 67, 74, 53, 61, 55, 67, 63, 50, 55, 60, 61, 54, 56, 65, 54, 56, 57, 59, 56, 63, 64, 64, 62, 58, 63, 62, 69, 59, 57, 52, 51, 66, 65, 60, 63, 62, 54, 77, 58, 63, 55, 57, 65, 67, 54, 59, 65, 59, 60, 57, 62, 62, 67, 58, 57, 62, 56, 56, 63, 61, 60, 61, 64, 57, 65, 62, 65, 62, 56, 72, 66, 57, 64, 61, 54, 52, 79, 52, 63, 63, 58, 61, 63, 53, 68, 61, 60, 59, 63, 64, 68, 64, 53, 61, 57, 52, 67, 69, 56, 55, 64, 59, 60, 56, 67, 58, 67, 66, 57, 67, 67, 55, 61, 60, 59, 57, 61, 55, 54, 57, 51, 65, 65, 63, 64, 61, 54, 64, 55, 50, 54, 61, 62, 68, 67, 68, 56, 73, 56, 56, 52, 63, 53, 54, 60, 66, 62, 60, 60, 54, 66, 64, 63, 58, 62, 64, 65, 63, 57, 63, 61, 57, 55, 53, 65, 63, 56, 56, 58, 66, 62, 46, 47, 61, 60, 55, 63, 57, 62, 63, 61, 70, 64, 60, 56, 54, 62, 60]
maxVal = Solution: cost=[22332.44], size=[121], elements=[3, 4, 5, 6, 7, 10, 11, 12, 13, 15, 16, 20, 21, 22, 24, 25, 28, 30, 31, 32, 36, 38, 40, 41, 42, 43, 44, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 61, 62, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 78, 79, 82, 83, 84, 85, 88, 93, 95, 96, 97, 99, 101, 105, 106, 107, 108, 109, 110, 111, 114, 115, 116, 117, 118, 119, 120, 121, 122, 124, 125, 128, 130, 131, 132, 133, 137, 138, 141, 145, 147, 148, 151, 153, 155, 157, 158, 159, 160, 161, 162, 165, 168, 172, 173, 175, 181, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 199]
Time = 118.481 seg
