Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=4352.989999999997 t=0.037
gen=2 bestSolVal=6086.959999999999 t=0.143
gen=3 bestSolVal=6498.379999999999 t=0.195
gen=6 bestSolVal=6958.239999999999 t=0.335
gen=7 bestSolVal=7326.1500000000015 t=0.382
gen=8 bestSolVal=8023.659999999998 t=0.429
gen=9 bestSolVal=8638.309999999998 t=0.476
gen=10 bestSolVal=9207.46 t=0.524
gen=11 bestSolVal=9469.549999999997 t=0.574
gen=12 bestSolVal=9863.800000000005 t=0.622
gen=14 bestSolVal=10174.09 t=0.717
gen=15 bestSolVal=10776.199999999995 t=0.764
gen=17 bestSolVal=11712.519999999993 t=0.858
gen=22 bestSolVal=11959.150000000009 t=1.112
gen=23 bestSolVal=12306.730000000005 t=1.162
gen=24 bestSolVal=12719.039999999992 t=1.21
gen=26 bestSolVal=12963.709999999995 t=1.307
gen=27 bestSolVal=13528.849999999997 t=1.356
gen=28 bestSolVal=13696.900000000009 t=1.405
gen=29 bestSolVal=14098.950000000004 t=1.454
gen=30 bestSolVal=14524.439999999995 t=1.502
gen=31 bestSolVal=14663.79 t=1.551
gen=35 bestSolVal=14848.730000000001 t=1.749
gen=39 bestSolVal=14885.290000000012 t=1.946
gen=40 bestSolVal=15038.669999999998 t=1.996
gen=42 bestSolVal=16004.08 t=2.096
gen=47 bestSolVal=17366.719999999994 t=2.345
gen=48 bestSolVal=17566.17999999999 t=2.394
gen=63 bestSolVal=17625.09999999999 t=3.133
gen=65 bestSolVal=18052.97 t=3.231
gen=67 bestSolVal=18083.77 t=3.33
gen=68 bestSolVal=18223.17 t=3.38
gen=70 bestSolVal=18333.129999999997 t=3.478
gen=71 bestSolVal=18431.54 t=3.528
gen=72 bestSolVal=18477.260000000006 t=3.578
gen=73 bestSolVal=18912.87000000001 t=3.628
gen=75 bestSolVal=18912.949999999986 t=3.729
gen=91 bestSolVal=19183.560000000005 t=4.571
gen=105 bestSolVal=19414.919999999995 t=5.265
gen=106 bestSolVal=19774.679999999986 t=5.314
gen=110 bestSolVal=19792.94000000001 t=5.509
gen=111 bestSolVal=19883.660000000003 t=5.559
gen=133 bestSolVal=19897.630000000005 t=6.646
gen=145 bestSolVal=19952.88 t=7.235
gen=176 bestSolVal=20033.019999999993 t=8.745
gen=180 bestSolVal=20207.18 t=8.941
gen=185 bestSolVal=20291.129999999997 t=9.186
gen=195 bestSolVal=20334.21000000001 t=9.68
gen=236 bestSolVal=20471.000000000004 t=11.732
gen=248 bestSolVal=20834.059999999987 t=12.332
gen=264 bestSolVal=20902.009999999984 t=13.179
gen=291 bestSolVal=20942.879999999997 t=14.545
gen=327 bestSolVal=20971.109999999993 t=16.384
gen=328 bestSolVal=21093.809999999998 t=16.435
gen=343 bestSolVal=21127.439999999995 t=17.2
gen=375 bestSolVal=21281.259999999995 t=18.825
gen=494 bestSolVal=21380.41999999999 t=24.875
gen=513 bestSolVal=21507.54999999999 t=25.835
gen=528 bestSolVal=21511.16999999999 t=26.597
gen=620 bestSolVal=21524.20999999999 t=31.272
gen=669 bestSolVal=21602.01999999999 t=33.802
gen=701 bestSolVal=21613.589999999993 t=35.425
gen=732 bestSolVal=21630.219999999987 t=36.993
gen=844 bestSolVal=21702.519999999993 t=42.683
gen=968 bestSolVal=21748.540000000008 t=49.015
gen=990 bestSolVal=21760.82999999999 t=50.129
gen=1054 bestSolVal=21804.11999999999 t=53.454
gen=1102 bestSolVal=21913.229999999996 t=55.91
gen=1183 bestSolVal=21971.189999999995 t=60.064
gen=1237 bestSolVal=21996.999999999993 t=62.833
gen=1242 bestSolVal=22041.469999999987 t=63.09
gen=1377 bestSolVal=22086.969999999987 t=70.104
gen=1404 bestSolVal=22143.829999999994 t=71.509
gen=1420 bestSolVal=22231.239999999998 t=72.337
Set coverage = [60, 68, 56, 60, 63, 67, 79, 65, 61, 67, 64, 74, 69, 71, 60, 61, 54, 66, 66, 52, 63, 58, 71, 54, 59, 68, 56, 64, 62, 58, 56, 66, 65, 67, 61, 64, 63, 64, 73, 61, 63, 58, 52, 68, 70, 63, 66, 71, 60, 84, 70, 65, 57, 56, 67, 70, 62, 64, 66, 58, 64, 54, 59, 67, 66, 65, 59, 64, 61, 62, 66, 60, 63, 61, 67, 65, 63, 69, 65, 69, 58, 65, 64, 60, 73, 65, 61, 55, 81, 52, 69, 67, 67, 58, 68, 56, 72, 67, 62, 63, 69, 70, 68, 70, 57, 64, 61, 54, 71, 72, 55, 61, 62, 60, 64, 61, 73, 60, 69, 69, 58, 70, 69, 61, 68, 61, 66, 58, 64, 57, 56, 58, 58, 67, 71, 69, 64, 65, 61, 60, 63, 56, 59, 64, 60, 62, 68, 74, 60, 69, 58, 63, 55, 64, 55, 59, 67, 66, 67, 63, 60, 52, 62, 68, 65, 61, 64, 68, 73, 65, 62, 66, 67, 63, 55, 56, 65, 66, 59, 60, 59, 67, 71, 44, 51, 63, 66, 59, 63, 64, 71, 64, 63, 75, 71, 65, 63, 58, 63, 62]
maxVal = Solution: cost=[22231.239999999998], size=[127], elements=[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 37, 40, 41, 45, 46, 48, 49, 52, 53, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 72, 73, 76, 78, 84, 85, 87, 88, 89, 91, 93, 96, 97, 99, 101, 104, 105, 106, 107, 108, 110, 111, 113, 114, 115, 116, 117, 118, 120, 121, 122, 123, 124, 125, 126, 127, 128, 130, 132, 133, 137, 138, 141, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 165, 168, 169, 172, 173, 175, 179, 181, 183, 185, 187, 188, 190, 191, 192, 193, 194, 195, 197, 198, 199]
Time = 72.349 seg
