Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3146.230000000002 t=0.036
gen=1 bestSolVal=3194.0500000000006 t=0.091
gen=2 bestSolVal=4590.12 t=0.139
gen=4 bestSolVal=5134.070000000001 t=0.233
gen=5 bestSolVal=5813.720000000003 t=0.279
gen=6 bestSolVal=7658.310000000002 t=0.325
gen=8 bestSolVal=8060.67 t=0.419
gen=9 bestSolVal=8282.65 t=0.465
gen=10 bestSolVal=9201.439999999999 t=0.513
gen=11 bestSolVal=9958.44 t=0.561
gen=13 bestSolVal=10186.779999999999 t=0.658
gen=14 bestSolVal=10255.629999999997 t=0.707
gen=16 bestSolVal=10701.939999999999 t=0.804
gen=20 bestSolVal=11184.029999999995 t=0.999
gen=21 bestSolVal=11920.790000000005 t=1.048
gen=22 bestSolVal=12040.050000000007 t=1.097
gen=23 bestSolVal=12377.01 t=1.144
gen=24 bestSolVal=12483.51 t=1.192
gen=26 bestSolVal=13071.669999999998 t=1.287
gen=27 bestSolVal=13324.140000000005 t=1.335
gen=28 bestSolVal=13342.22 t=1.384
gen=29 bestSolVal=13810.69 t=1.432
gen=31 bestSolVal=13965.349999999999 t=1.528
gen=32 bestSolVal=14150.019999999995 t=1.577
gen=33 bestSolVal=14439.960000000003 t=1.625
gen=35 bestSolVal=14999.089999999998 t=1.722
gen=36 bestSolVal=15341.670000000004 t=1.77
gen=37 bestSolVal=15535.370000000006 t=1.818
gen=39 bestSolVal=15894.94 t=1.915
gen=40 bestSolVal=15993.210000000008 t=1.964
gen=41 bestSolVal=16512.68 t=2.014
gen=43 bestSolVal=16853.180000000004 t=2.115
gen=44 bestSolVal=16882.780000000002 t=2.18
gen=48 bestSolVal=17215.59 t=2.383
gen=52 bestSolVal=17233.500000000015 t=2.587
gen=55 bestSolVal=17435.610000000015 t=2.742
gen=57 bestSolVal=17828.62 t=2.845
gen=58 bestSolVal=18160.59000000001 t=2.896
gen=63 bestSolVal=18270.21 t=3.151
gen=64 bestSolVal=18427.669999999987 t=3.202
gen=66 bestSolVal=18473.75999999999 t=3.303
gen=67 bestSolVal=18542.469999999994 t=3.353
gen=69 bestSolVal=19085.66999999999 t=3.454
gen=72 bestSolVal=19130.960000000006 t=3.606
gen=82 bestSolVal=19251.210000000006 t=4.121
gen=92 bestSolVal=19273.02000000001 t=4.631
gen=97 bestSolVal=19549.870000000003 t=4.887
gen=114 bestSolVal=19613.78000000001 t=5.746
gen=118 bestSolVal=19789.39 t=5.947
gen=138 bestSolVal=19815.480000000003 t=6.947
gen=141 bestSolVal=19858.960000000014 t=7.098
gen=155 bestSolVal=19878.229999999996 t=7.806
gen=168 bestSolVal=20028.78 t=8.458
gen=180 bestSolVal=20371.659999999993 t=9.063
gen=188 bestSolVal=20501.89999999999 t=9.461
gen=204 bestSolVal=20754.120000000003 t=10.261
gen=221 bestSolVal=20799.850000000006 t=11.118
gen=224 bestSolVal=21098.039999999997 t=11.269
gen=229 bestSolVal=21133.159999999996 t=11.522
gen=232 bestSolVal=21171.649999999994 t=11.673
gen=234 bestSolVal=21391.30999999998 t=11.775
gen=241 bestSolVal=21419.649999999983 t=12.124
gen=254 bestSolVal=21478.549999999977 t=12.772
gen=270 bestSolVal=21531.699999999986 t=13.581
gen=295 bestSolVal=21538.339999999986 t=14.848
gen=431 bestSolVal=21642.249999999975 t=21.762
gen=686 bestSolVal=21677.609999999975 t=34.605
gen=795 bestSolVal=21749.83999999998 t=40.774
gen=925 bestSolVal=21770.28999999998 t=47.445
gen=1263 bestSolVal=21771.689999999977 t=64.669
gen=1370 bestSolVal=21782.539999999994 t=70.11
gen=1390 bestSolVal=21819.559999999983 t=71.128
