Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3315.4999999999995 t=0.036
gen=1 bestSolVal=4172.220000000002 t=0.094
gen=2 bestSolVal=5173.06 t=0.148
gen=3 bestSolVal=5964.130000000001 t=0.199
gen=4 bestSolVal=7072.150000000003 t=0.248
gen=7 bestSolVal=7882.2400000000025 t=0.406
gen=9 bestSolVal=7909.659999999999 t=0.514
gen=10 bestSolVal=9026.319999999996 t=0.568
gen=11 bestSolVal=9497.450000000006 t=0.621
gen=12 bestSolVal=10349.609999999999 t=0.676
gen=14 bestSolVal=10398.390000000007 t=0.784
gen=15 bestSolVal=10624.919999999996 t=0.837
gen=17 bestSolVal=11326.700000000008 t=0.944
gen=20 bestSolVal=11785.990000000005 t=1.099
gen=21 bestSolVal=12075.639999999996 t=1.15
gen=22 bestSolVal=12261.070000000003 t=1.203
gen=23 bestSolVal=12425.119999999995 t=1.254
gen=24 bestSolVal=12481.259999999993 t=1.306
gen=25 bestSolVal=13257.969999999994 t=1.356
gen=27 bestSolVal=13432.479999999998 t=1.457
gen=28 bestSolVal=13507.409999999996 t=1.508
gen=29 bestSolVal=13973.92 t=1.558
gen=32 bestSolVal=14372.289999999994 t=1.71
gen=33 bestSolVal=14799.469999999996 t=1.762
gen=35 bestSolVal=15195.779999999995 t=1.865
gen=37 bestSolVal=15221.420000000004 t=1.967
gen=38 bestSolVal=16298.029999999997 t=2.018
gen=49 bestSolVal=16376.059999999994 t=2.58
gen=51 bestSolVal=16556.539999999997 t=2.683
gen=52 bestSolVal=17193.929999999993 t=2.734
gen=54 bestSolVal=17210.75 t=2.837
gen=60 bestSolVal=17362.65 t=3.15
gen=61 bestSolVal=18071.520000000004 t=3.202
gen=63 bestSolVal=18100.35 t=3.306
gen=64 bestSolVal=18140.700000000008 t=3.358
gen=72 bestSolVal=18357.17000000001 t=3.771
gen=75 bestSolVal=18434.62 t=3.925
gen=78 bestSolVal=18535.769999999997 t=4.081
gen=80 bestSolVal=18615.329999999987 t=4.187
gen=85 bestSolVal=18719.66999999999 t=4.447
gen=87 bestSolVal=18852.36999999999 t=4.55
gen=92 bestSolVal=18869.080000000005 t=4.81
gen=95 bestSolVal=19195.300000000003 t=4.966
gen=98 bestSolVal=19246.31999999999 t=5.127
gen=99 bestSolVal=19514.809999999998 t=5.183
gen=101 bestSolVal=19525.700000000004 t=5.292
gen=102 bestSolVal=19563.500000000004 t=5.347
gen=108 bestSolVal=19803.45 t=5.668
gen=115 bestSolVal=19978.459999999995 t=6.039
gen=116 bestSolVal=20057.93999999999 t=6.091
gen=118 bestSolVal=20111.060000000005 t=6.196
gen=128 bestSolVal=20139.950000000008 t=6.72
gen=129 bestSolVal=20370.699999999975 t=6.772
gen=131 bestSolVal=20381.280000000002 t=6.877
gen=132 bestSolVal=20420.690000000006 t=6.929
gen=133 bestSolVal=20669.39999999999 t=6.981
gen=142 bestSolVal=20722.509999999987 t=7.45
gen=152 bestSolVal=20737.14 t=7.969
gen=154 bestSolVal=20739.199999999997 t=8.072
gen=184 bestSolVal=20773.110000000008 t=9.602
gen=186 bestSolVal=20894.859999999997 t=9.703
gen=350 bestSolVal=20913.46000000001 t=18.199
gen=367 bestSolVal=20918.10999999999 t=19.088
gen=373 bestSolVal=21008.289999999994 t=19.401
gen=381 bestSolVal=21145.14999999999 t=19.825
gen=385 bestSolVal=21163.34999999999 t=20.038
gen=406 bestSolVal=21306.62999999999 t=21.152
gen=415 bestSolVal=21353.15999999998 t=21.627
gen=418 bestSolVal=21397.22999999998 t=21.786
gen=419 bestSolVal=21457.509999999995 t=21.839
