Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3738.589999999997 t=0.037
gen=1 bestSolVal=3789.43 t=0.094
gen=2 bestSolVal=5699.03 t=0.148
gen=3 bestSolVal=6230.750000000003 t=0.199
gen=6 bestSolVal=6812.690000000003 t=0.348
gen=8 bestSolVal=8001.730000000002 t=0.45
gen=9 bestSolVal=9385.310000000001 t=0.501
gen=12 bestSolVal=9715.270000000004 t=0.655
gen=14 bestSolVal=11166.539999999999 t=0.759
gen=15 bestSolVal=11325.260000000002 t=0.81
gen=16 bestSolVal=11628.15 t=0.862
gen=17 bestSolVal=11710.54 t=0.913
gen=19 bestSolVal=12356.85000000001 t=1.015
gen=20 bestSolVal=12439.080000000005 t=1.065
gen=22 bestSolVal=12519.570000000007 t=1.165
gen=24 bestSolVal=13086.880000000006 t=1.266
gen=26 bestSolVal=13387.469999999992 t=1.366
gen=28 bestSolVal=13447.94 t=1.468
gen=29 bestSolVal=13568.749999999987 t=1.52
gen=30 bestSolVal=14219.41 t=1.572
gen=31 bestSolVal=14624.230000000012 t=1.624
gen=33 bestSolVal=14682.349999999995 t=1.727
gen=34 bestSolVal=14908.499999999996 t=1.778
gen=36 bestSolVal=15308.279999999999 t=1.88
gen=37 bestSolVal=15990.65 t=1.933
gen=41 bestSolVal=16076.400000000003 t=2.138
gen=47 bestSolVal=16447.629999999997 t=2.438
gen=50 bestSolVal=16923.74 t=2.586
gen=56 bestSolVal=17036.61 t=2.883
gen=59 bestSolVal=17262.78000000001 t=3.031
gen=63 bestSolVal=17830.550000000003 t=3.229
gen=66 bestSolVal=18227.83 t=3.378
gen=67 bestSolVal=18231.960000000003 t=3.429
gen=76 bestSolVal=18340.989999999983 t=3.878
gen=78 bestSolVal=18429.209999999992 t=3.978
gen=79 bestSolVal=18550.359999999997 t=4.029
gen=81 bestSolVal=19032.05 t=4.131
gen=86 bestSolVal=19156.13 t=4.386
gen=90 bestSolVal=19403.60000000001 t=4.588
gen=95 bestSolVal=19484.789999999994 t=4.84
gen=96 bestSolVal=19745.139999999992 t=4.891
gen=115 bestSolVal=19906.570000000003 t=5.864
gen=126 bestSolVal=20142.6 t=6.435
gen=147 bestSolVal=20181.980000000003 t=7.53
gen=182 bestSolVal=20222.150000000005 t=9.374
gen=192 bestSolVal=20399.159999999993 t=9.891
gen=220 bestSolVal=20590.269999999993 t=11.346
gen=227 bestSolVal=20596.01999999999 t=11.708
gen=234 bestSolVal=20862.370000000003 t=12.077
gen=256 bestSolVal=20862.980000000007 t=13.225
gen=269 bestSolVal=21013.019999999993 t=13.908
gen=348 bestSolVal=21048.96 t=18.165
gen=401 bestSolVal=21131.78 t=21.022
gen=411 bestSolVal=21258.349999999995 t=21.556
gen=422 bestSolVal=21435.679999999997 t=22.15
gen=462 bestSolVal=21524.149999999994 t=24.338
gen=518 bestSolVal=21575.260000000006 t=27.324
gen=534 bestSolVal=21597.480000000003 t=28.198
gen=585 bestSolVal=21631.58000000001 t=30.926
gen=638 bestSolVal=21641.439999999995 t=33.8
gen=759 bestSolVal=21665.300000000003 t=40.319
gen=848 bestSolVal=21693.459999999985 t=45.113
gen=895 bestSolVal=21725.54999999999 t=47.643
gen=967 bestSolVal=21734.829999999998 t=51.525
gen=1084 bestSolVal=21776.169999999995 t=57.76
gen=1178 bestSolVal=21845.140000000007 t=62.754
gen=1241 bestSolVal=21892.170000000002 t=66.13
gen=1288 bestSolVal=21900.39 t=68.661
gen=1404 bestSolVal=21965.54 t=74.932
gen=1519 bestSolVal=21966.629999999997 t=81.069
gen=1540 bestSolVal=22030.009999999995 t=82.199
gen=1778 bestSolVal=22059.239999999998 t=95.119
gen=1823 bestSolVal=22157.809999999998 t=97.535
