Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=2600.6 t=0.036
gen=1 bestSolVal=3666.8700000000003 t=0.091
gen=3 bestSolVal=5521.930000000004 t=0.19
gen=5 bestSolVal=5591.7199999999975 t=0.283
gen=6 bestSolVal=5989.240000000001 t=0.33
gen=7 bestSolVal=6327.320000000005 t=0.377
gen=8 bestSolVal=6867.290000000001 t=0.424
gen=9 bestSolVal=7540.869999999999 t=0.471
gen=10 bestSolVal=8277.249999999993 t=0.519
gen=11 bestSolVal=8559.909999999996 t=0.566
gen=12 bestSolVal=8595.649999999996 t=0.614
gen=13 bestSolVal=9366.04 t=0.661
gen=16 bestSolVal=9392.670000000007 t=0.803
gen=17 bestSolVal=9762.16 t=0.851
gen=18 bestSolVal=10281.300000000001 t=0.899
gen=19 bestSolVal=10604.200000000003 t=0.948
gen=20 bestSolVal=10641.260000000006 t=0.996
gen=21 bestSolVal=11201.61 t=1.045
gen=23 bestSolVal=11644.790000000014 t=1.143
gen=24 bestSolVal=11739.849999999995 t=1.191
gen=25 bestSolVal=12755.349999999997 t=1.24
gen=28 bestSolVal=12759.17 t=1.388
gen=30 bestSolVal=13423.7 t=1.488
gen=31 bestSolVal=14151.619999999999 t=1.537
gen=34 bestSolVal=14386.620000000006 t=1.686
gen=35 bestSolVal=14503.939999999995 t=1.735
gen=37 bestSolVal=14975.98 t=1.852
gen=39 bestSolVal=15954.040000000005 t=1.952
gen=40 bestSolVal=16273.009999999995 t=2.002
gen=42 bestSolVal=16428.47 t=2.101
gen=47 bestSolVal=16457.76 t=2.354
gen=48 bestSolVal=16607.459999999992 t=2.404
gen=49 bestSolVal=17792.530000000013 t=2.455
gen=54 bestSolVal=18072.11000000001 t=2.706
gen=57 bestSolVal=18276.16000000001 t=2.854
gen=62 bestSolVal=18284.670000000006 t=3.1
gen=63 bestSolVal=18557.51 t=3.15
gen=69 bestSolVal=18772.379999999997 t=3.449
gen=74 bestSolVal=18815.269999999993 t=3.697
gen=77 bestSolVal=18823.97999999999 t=3.847
gen=78 bestSolVal=19084.839999999993 t=3.897
gen=94 bestSolVal=19186.409999999985 t=4.69
gen=95 bestSolVal=19247.800000000003 t=4.74
gen=97 bestSolVal=19548.419999999995 t=4.839
gen=101 bestSolVal=19593.98 t=5.038
gen=113 bestSolVal=19716.689999999988 t=5.636
gen=120 bestSolVal=19761.16999999999 t=5.988
gen=125 bestSolVal=19903.679999999986 t=6.242
gen=136 bestSolVal=20067.009999999995 t=6.804
gen=152 bestSolVal=20074.579999999998 t=7.614
gen=164 bestSolVal=20259.289999999997 t=8.217
