Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3560.51 t=0.037
gen=2 bestSolVal=4021.2599999999998 t=0.145
gen=3 bestSolVal=5107.249999999999 t=0.198
gen=4 bestSolVal=6076.72 t=0.247
gen=7 bestSolVal=7439.580000000001 t=0.399
gen=8 bestSolVal=8120.360000000001 t=0.451
gen=10 bestSolVal=9576.490000000009 t=0.551
gen=12 bestSolVal=9717.120000000008 t=0.653
gen=15 bestSolVal=9908.219999999998 t=0.809
gen=16 bestSolVal=10001.420000000004 t=0.86
gen=17 bestSolVal=10265.520000000002 t=0.912
gen=18 bestSolVal=10514.460000000001 t=0.963
gen=19 bestSolVal=10955.780000000004 t=1.014
gen=20 bestSolVal=11616.830000000007 t=1.065
gen=21 bestSolVal=11864.660000000003 t=1.115
gen=22 bestSolVal=12169.589999999998 t=1.165
gen=23 bestSolVal=12889.080000000002 t=1.214
gen=24 bestSolVal=13082.499999999996 t=1.264
gen=25 bestSolVal=13288.170000000004 t=1.313
gen=26 bestSolVal=13656.199999999995 t=1.361
gen=29 bestSolVal=13820.510000000002 t=1.506
gen=31 bestSolVal=14126.700000000004 t=1.603
gen=33 bestSolVal=14710.889999999996 t=1.701
gen=34 bestSolVal=15513.339999999995 t=1.75
gen=41 bestSolVal=15655.630000000003 t=2.097
gen=42 bestSolVal=15819.679999999998 t=2.147
gen=43 bestSolVal=16007.02 t=2.196
gen=44 bestSolVal=16022.520000000004 t=2.245
gen=45 bestSolVal=16308.559999999994 t=2.295
gen=46 bestSolVal=16380.320000000007 t=2.344
gen=47 bestSolVal=16452.22 t=2.394
gen=48 bestSolVal=16478.940000000002 t=2.443
gen=51 bestSolVal=16758.29 t=2.592
gen=52 bestSolVal=17195.51 t=2.641
gen=56 bestSolVal=17220.979999999996 t=2.84
gen=57 bestSolVal=17475.649999999998 t=2.89
gen=64 bestSolVal=17479.880000000005 t=3.241
gen=65 bestSolVal=17756.72000000001 t=3.291
gen=72 bestSolVal=17930.31999999998 t=3.641
gen=73 bestSolVal=18137.68999999999 t=3.693
gen=75 bestSolVal=18355.5 t=3.801
gen=77 bestSolVal=18388.210000000003 t=3.908
gen=79 bestSolVal=18610.710000000006 t=4.012
gen=81 bestSolVal=18889.319999999996 t=4.116
gen=82 bestSolVal=19001.719999999987 t=4.167
gen=85 bestSolVal=19270.18 t=4.318
gen=92 bestSolVal=19302.190000000002 t=4.676
gen=93 bestSolVal=19341.34999999998 t=4.728
gen=99 bestSolVal=19359.24 t=5.036
gen=103 bestSolVal=19475.970000000012 t=5.242
gen=105 bestSolVal=19815.48999999999 t=5.345
gen=109 bestSolVal=19828.929999999997 t=5.555
gen=110 bestSolVal=19959.54 t=5.606
gen=129 bestSolVal=20169.27000000001 t=6.584
gen=131 bestSolVal=20188.020000000008 t=6.688
gen=152 bestSolVal=20523.09 t=7.799
gen=154 bestSolVal=20605.93 t=7.903
gen=182 bestSolVal=20900.200000000004 t=9.366
gen=189 bestSolVal=20936.620000000006 t=9.733
gen=231 bestSolVal=20980.280000000002 t=11.935
gen=269 bestSolVal=21071.440000000002 t=13.907
gen=275 bestSolVal=21091.36 t=14.225
gen=276 bestSolVal=21168.320000000007 t=14.278
gen=285 bestSolVal=21400.999999999993 t=14.752
gen=296 bestSolVal=21441.309999999998 t=15.333
gen=307 bestSolVal=21451.509999999995 t=15.922
gen=371 bestSolVal=21493.09 t=19.336
gen=400 bestSolVal=21501.519999999986 t=20.886
gen=473 bestSolVal=21521.769999999997 t=24.71
gen=481 bestSolVal=21533.53 t=25.133
gen=490 bestSolVal=21554.99000000001 t=25.609
gen=494 bestSolVal=21657.539999999986 t=25.821
gen=530 bestSolVal=21722.280000000006 t=27.742
gen=582 bestSolVal=21877.6 t=30.471
gen=645 bestSolVal=21947.399999999998 t=33.777
gen=710 bestSolVal=21953.959999999995 t=37.238
gen=735 bestSolVal=21959.61 t=38.585
gen=894 bestSolVal=21961.829999999984 t=46.951
gen=1013 bestSolVal=21965.269999999975 t=53.308
gen=1414 bestSolVal=21986.749999999975 t=74.562
gen=1543 bestSolVal=22022.599999999984 t=81.37
gen=1555 bestSolVal=22031.919999999995 t=81.996
gen=1567 bestSolVal=22049.22000000001 t=82.626
gen=1578 bestSolVal=22095.08000000001 t=83.204
gen=1688 bestSolVal=22112.27000000001 t=88.927
gen=1703 bestSolVal=22122.490000000013 t=89.715
gen=1947 bestSolVal=22125.930000000004 t=102.648
gen=2178 bestSolVal=22173.970000000005 t=114.8
gen=2923 bestSolVal=22218.28 t=154.07
Set coverage = [58, 68, 53, 60, 61, 64, 76, 63, 59, 65, 60, 70, 67, 67, 58, 62, 53, 66, 66, 53, 62, 59, 68, 57, 57, 66, 52, 67, 64, 58, 58, 67, 65, 65, 61, 68, 58, 61, 74, 65, 63, 61, 55, 68, 67, 63, 62, 68, 59, 85, 66, 61, 55, 57, 64, 70, 60, 64, 63, 55, 66, 55, 60, 70, 65, 65, 57, 64, 59, 61, 69, 60, 65, 60, 67, 65, 66, 69, 65, 65, 58, 64, 66, 60, 74, 65, 62, 52, 76, 54, 65, 69, 64, 56, 66, 58, 76, 65, 63, 60, 66, 72, 67, 68, 59, 64, 59, 51, 68, 68, 56, 61, 61, 61, 70, 61, 72, 64, 70, 68, 56, 71, 68, 60, 66, 62, 63, 58, 63, 60, 60, 59, 56, 67, 70, 67, 61, 61, 60, 55, 65, 56, 59, 64, 61, 63, 70, 70, 62, 72, 59, 68, 55, 62, 54, 59, 68, 64, 67, 62, 61, 55, 63, 68, 67, 62, 61, 65, 74, 63, 59, 67, 65, 63, 51, 54, 67, 67, 61, 60, 63, 65, 66, 46, 53, 60, 64, 59, 66, 64, 65, 63, 64, 72, 72, 61, 60, 61, 62, 59]
maxVal = Solution: cost=[22218.28], size=[126], elements=[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 35, 36, 40, 41, 42, 43, 46, 48, 49, 52, 53, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 70, 71, 73, 75, 76, 78, 84, 85, 87, 88, 89, 91, 93, 96, 97, 99, 101, 102, 104, 105, 106, 108, 110, 111, 113, 114, 115, 116, 118, 120, 121, 122, 123, 124, 125, 127, 128, 130, 132, 133, 137, 138, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 165, 168, 169, 172, 173, 175, 176, 179, 181, 182, 183, 185, 187, 190, 191, 192, 193, 194, 195, 197, 198, 199]
Time = 154.081 seg
