Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=2459.6400000000003 t=0.036
gen=1 bestSolVal=3867.730000000001 t=0.091
gen=2 bestSolVal=3883.810000000001 t=0.14
gen=4 bestSolVal=4472.730000000001 t=0.234
gen=5 bestSolVal=5445.6500000000015 t=0.28
gen=7 bestSolVal=6352.500000000001 t=0.373
gen=9 bestSolVal=7580.830000000003 t=0.466
gen=13 bestSolVal=8554.559999999996 t=0.652
gen=15 bestSolVal=9657.980000000001 t=0.745
gen=16 bestSolVal=9993.779999999995 t=0.792
gen=18 bestSolVal=10809.830000000002 t=0.886
gen=20 bestSolVal=11446.170000000002 t=0.979
gen=21 bestSolVal=11476.019999999997 t=1.026
gen=23 bestSolVal=11672.15 t=1.119
gen=25 bestSolVal=12026.959999999997 t=1.211
gen=26 bestSolVal=12119.459999999995 t=1.257
gen=27 bestSolVal=12123.519999999999 t=1.304
gen=28 bestSolVal=12196.720000000001 t=1.351
gen=29 bestSolVal=12705.499999999996 t=1.397
gen=30 bestSolVal=13235.860000000002 t=1.444
gen=31 bestSolVal=13399.02 t=1.491
gen=32 bestSolVal=13685.57 t=1.538
gen=34 bestSolVal=13920.66 t=1.633
gen=35 bestSolVal=14372.120000000006 t=1.681
gen=36 bestSolVal=14414.830000000005 t=1.728
gen=40 bestSolVal=15363.220000000005 t=1.922
gen=45 bestSolVal=16444.749999999996 t=2.167
gen=48 bestSolVal=16835.28 t=2.313
gen=50 bestSolVal=17694.799999999992 t=2.41
gen=58 bestSolVal=17968.2 t=2.796
gen=63 bestSolVal=18250.819999999985 t=3.039
gen=70 bestSolVal=18347.949999999993 t=3.379
gen=71 bestSolVal=18798.959999999995 t=3.427
gen=74 bestSolVal=18845.559999999998 t=3.574
gen=82 bestSolVal=19145.430000000004 t=3.965
gen=85 bestSolVal=19228.10000000001 t=4.111
gen=89 bestSolVal=19256.329999999984 t=4.308
gen=94 bestSolVal=19403.660000000003 t=4.556
gen=101 bestSolVal=19936.589999999997 t=4.907
gen=108 bestSolVal=20132.599999999988 t=5.266
gen=118 bestSolVal=20207.790000000005 t=5.772
gen=119 bestSolVal=20217.13 t=5.822
gen=120 bestSolVal=20306.61 t=5.872
gen=142 bestSolVal=20367.329999999994 t=6.96
gen=153 bestSolVal=20556.190000000013 t=7.507
gen=222 bestSolVal=20616.13 t=10.952
gen=261 bestSolVal=20629.049999999996 t=12.882
gen=272 bestSolVal=20656.629999999994 t=13.436
gen=274 bestSolVal=20705.560000000005 t=13.536
gen=371 bestSolVal=20956.4 t=18.454
gen=396 bestSolVal=20995.48 t=20.39
gen=486 bestSolVal=21050.6 t=25.359
gen=498 bestSolVal=21065.420000000006 t=25.972
gen=539 bestSolVal=21141.07 t=28.07
gen=552 bestSolVal=21168.47000000001 t=28.737
gen=553 bestSolVal=21242.370000000006 t=28.79
gen=598 bestSolVal=21318.950000000004 t=31.201
gen=640 bestSolVal=21444.629999999994 t=33.335
gen=647 bestSolVal=21482.839999999993 t=33.695
gen=722 bestSolVal=21496.449999999993 t=37.513
gen=755 bestSolVal=21562.76999999999 t=39.191
gen=768 bestSolVal=21577.899999999994 t=39.851
gen=784 bestSolVal=21671.180000000008 t=40.668
gen=801 bestSolVal=21751.69999999999 t=41.529
gen=834 bestSolVal=21779.76999999999 t=43.2
gen=978 bestSolVal=21865.799999999996 t=50.43
gen=1140 bestSolVal=21875.760000000002 t=58.669
gen=1222 bestSolVal=21891.87 t=62.797
gen=1309 bestSolVal=21916.510000000002 t=67.2
gen=1404 bestSolVal=21991.370000000006 t=72.035
gen=2190 bestSolVal=22012.240000000013 t=113.31
