Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3251.500000000001 t=0.035
gen=2 bestSolVal=3610.0100000000007 t=0.138
gen=3 bestSolVal=4402.220000000001 t=0.188
gen=4 bestSolVal=5164.619999999998 t=0.234
gen=6 bestSolVal=7188.930000000001 t=0.33
gen=7 bestSolVal=7650.790000000004 t=0.377
gen=9 bestSolVal=7986.250000000002 t=0.474
gen=10 bestSolVal=8456.769999999999 t=0.523
gen=13 bestSolVal=8905.309999999998 t=0.668
gen=14 bestSolVal=9042.309999999998 t=0.716
gen=15 bestSolVal=9901.720000000001 t=0.764
gen=16 bestSolVal=10091.260000000004 t=0.812
gen=17 bestSolVal=11205.130000000006 t=0.86
gen=18 bestSolVal=11858.759999999998 t=0.909
gen=19 bestSolVal=12168.380000000006 t=0.957
gen=20 bestSolVal=12208.089999999998 t=1.006
gen=21 bestSolVal=12571.72 t=1.054
gen=22 bestSolVal=13001.789999999997 t=1.103
gen=24 bestSolVal=13038.17 t=1.201
gen=25 bestSolVal=13199.169999999995 t=1.25
gen=27 bestSolVal=13768.389999999998 t=1.348
gen=28 bestSolVal=14097.83 t=1.397
gen=29 bestSolVal=14393.890000000005 t=1.445
gen=30 bestSolVal=14418.079999999998 t=1.494
gen=34 bestSolVal=14670.080000000005 t=1.687
gen=35 bestSolVal=14874.789999999999 t=1.736
gen=36 bestSolVal=15431.189999999991 t=1.784
gen=41 bestSolVal=15501.689999999997 t=2.032
gen=42 bestSolVal=15588.329999999996 t=2.081
gen=43 bestSolVal=15631.579999999996 t=2.129
gen=44 bestSolVal=15799.500000000005 t=2.178
gen=45 bestSolVal=15903.009999999993 t=2.226
gen=46 bestSolVal=16021.080000000002 t=2.275
gen=47 bestSolVal=16328.819999999998 t=2.323
gen=49 bestSolVal=16531.21000000001 t=2.42
gen=51 bestSolVal=16995.639999999992 t=2.517
gen=54 bestSolVal=17159.869999999995 t=2.664
gen=58 bestSolVal=17363.109999999997 t=2.863
gen=60 bestSolVal=17725.88000000001 t=2.962
gen=62 bestSolVal=17779.47000000001 t=3.062
gen=64 bestSolVal=18125.37000000001 t=3.161
gen=68 bestSolVal=18270.910000000003 t=3.359
gen=76 bestSolVal=18735.000000000004 t=3.758
gen=77 bestSolVal=19076.19999999999 t=3.808
gen=80 bestSolVal=19255.029999999995 t=3.958
gen=85 bestSolVal=19395.489999999983 t=4.21
gen=87 bestSolVal=19447.76 t=4.311
gen=88 bestSolVal=19693.31999999998 t=4.362
gen=89 bestSolVal=19795.76999999999 t=4.412
gen=92 bestSolVal=19919.789999999994 t=4.561
gen=94 bestSolVal=19932.02 t=4.66
gen=96 bestSolVal=19936.000000000007 t=4.76
gen=102 bestSolVal=19957.390000000014 t=5.06
gen=105 bestSolVal=20075.39 t=5.212
gen=109 bestSolVal=20141.089999999997 t=5.579
gen=111 bestSolVal=20165.229999999992 t=5.782
gen=119 bestSolVal=20378.809999999987 t=6.294
Set coverage = [55, 62, 57, 57, 62, 58, 82, 56, 57, 65, 58, 69, 69, 71, 52, 59, 55, 66, 63, 45, 59, 63, 64, 53, 56, 65, 49, 57, 60, 52, 54, 59, 64, 63, 59, 59, 57, 62, 68, 62, 58, 59, 53, 65, 64, 62, 63, 67, 54, 78, 62, 57, 57, 56, 61, 65, 51, 59, 63, 51, 61, 55, 60, 65, 64, 61, 54, 63, 55, 55, 64, 58, 56, 59, 69, 58, 61, 62, 59, 63, 54, 67, 64, 53, 64, 64, 60, 52, 71, 53, 60, 65, 60, 60, 61, 54, 71, 63, 63, 59, 61, 68, 63, 61, 57, 59, 58, 52, 61, 66, 55, 58, 64, 62, 61, 59, 70, 61, 65, 66, 57, 71, 66, 61, 60, 57, 54, 58, 60, 55, 53, 59, 54, 64, 65, 67, 61, 55, 59, 58, 60, 49, 49, 59, 61, 63, 65, 65, 59, 71, 55, 65, 53, 60, 52, 54, 65, 67, 60, 60, 57, 55, 64, 62, 63, 57, 60, 63, 67, 62, 52, 63, 63, 57, 55, 53, 63, 61, 57, 58, 62, 62, 62, 49, 46, 62, 56, 56, 58, 56, 65, 61, 58, 64, 65, 52, 56, 59, 61, 57]
maxVal = Solution: cost=[20378.809999999987], size=[120], elements=[3, 5, 6, 7, 10, 11, 12, 13, 15, 16, 19, 20, 21, 22, 24, 25, 27, 28, 31, 32, 33, 36, 40, 41, 42, 43, 45, 49, 50, 51, 52, 53, 54, 55, 56, 58, 61, 62, 64, 65, 67, 68, 69, 70, 71, 73, 75, 76, 78, 81, 82, 84, 85, 86, 88, 91, 93, 97, 99, 101, 102, 104, 105, 106, 108, 109, 110, 114, 115, 116, 118, 119, 120, 121, 122, 123, 124, 125, 127, 128, 130, 132, 133, 137, 144, 145, 147, 148, 149, 151, 152, 153, 157, 158, 160, 161, 162, 163, 168, 169, 170, 172, 173, 175, 176, 177, 179, 181, 182, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 199]
Time = 6.305 seg
