Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3873.210000000002 t=0.036
gen=3 bestSolVal=4799.19 t=0.186
gen=4 bestSolVal=5558.380000000001 t=0.234
gen=5 bestSolVal=7391.4 t=0.281
gen=7 bestSolVal=7474.510000000003 t=0.375
gen=9 bestSolVal=7483.329999999999 t=0.468
gen=10 bestSolVal=8050.189999999997 t=0.515
gen=12 bestSolVal=8905.899999999996 t=0.608
gen=13 bestSolVal=9186.479999999994 t=0.654
gen=14 bestSolVal=10003.600000000002 t=0.701
gen=15 bestSolVal=10391.91 t=0.747
gen=17 bestSolVal=10773.630000000001 t=0.84
gen=18 bestSolVal=11076.730000000007 t=0.886
gen=19 bestSolVal=11587.450000000008 t=0.933
gen=20 bestSolVal=12094.730000000001 t=0.979
gen=21 bestSolVal=12115.750000000004 t=1.025
gen=22 bestSolVal=12118.930000000008 t=1.071
gen=24 bestSolVal=12250.720000000001 t=1.163
gen=25 bestSolVal=12682.829999999994 t=1.208
gen=26 bestSolVal=13042.07 t=1.254
gen=28 bestSolVal=13491.459999999997 t=1.346
gen=29 bestSolVal=13511.579999999996 t=1.392
gen=30 bestSolVal=13648.960000000003 t=1.439
gen=31 bestSolVal=14756.26 t=1.486
gen=37 bestSolVal=15042.269999999993 t=1.768
gen=39 bestSolVal=15137.190000000002 t=1.862
gen=40 bestSolVal=15453.859999999997 t=1.91
gen=41 bestSolVal=15768.259999999997 t=1.958
gen=42 bestSolVal=15788.679999999998 t=2.005
gen=45 bestSolVal=16240.92 t=2.147
gen=46 bestSolVal=16513.56 t=2.194
gen=47 bestSolVal=16586.100000000006 t=2.241
gen=48 bestSolVal=16599.280000000006 t=2.289
gen=53 bestSolVal=16672.06 t=2.53
gen=54 bestSolVal=17079.660000000003 t=2.579
gen=55 bestSolVal=17260.499999999996 t=2.628
gen=58 bestSolVal=17402.019999999997 t=2.775
gen=64 bestSolVal=17605.7 t=3.076
gen=65 bestSolVal=17735.530000000006 t=3.127
gen=66 bestSolVal=17916.080000000005 t=3.178
gen=67 bestSolVal=17942.570000000007 t=3.227
gen=73 bestSolVal=18036.820000000018 t=3.522
gen=75 bestSolVal=18226.570000000018 t=3.622
gen=82 bestSolVal=18718.51 t=3.969
gen=87 bestSolVal=18736.97000000001 t=4.224
gen=91 bestSolVal=18854.479999999996 t=4.421
gen=95 bestSolVal=19015.900000000016 t=4.633
gen=97 bestSolVal=19172.920000000016 t=4.738
gen=101 bestSolVal=19490.350000000006 t=4.938
gen=113 bestSolVal=19541.260000000002 t=5.545
gen=114 bestSolVal=19626.690000000002 t=5.596
gen=143 bestSolVal=19744.370000000003 t=7.049
gen=145 bestSolVal=19770.850000000002 t=7.149
gen=146 bestSolVal=19895.049999999996 t=7.2
gen=159 bestSolVal=19978.070000000014 t=7.854
gen=165 bestSolVal=20083.980000000007 t=8.155
gen=171 bestSolVal=20169.590000000007 t=8.457
gen=183 bestSolVal=20254.500000000007 t=9.05
Set coverage = [56, 66, 54, 56, 64, 61, 77, 62, 59, 64, 55, 68, 69, 71, 55, 64, 57, 71, 63, 49, 58, 66, 64, 52, 58, 65, 50, 57, 59, 58, 52, 64, 67, 67, 59, 65, 59, 60, 66, 59, 57, 63, 54, 62, 62, 62, 66, 66, 52, 77, 67, 65, 52, 59, 63, 65, 57, 65, 62, 59, 65, 57, 56, 65, 70, 60, 51, 62, 59, 55, 64, 61, 57, 58, 68, 55, 62, 64, 61, 62, 56, 67, 59, 56, 64, 59, 56, 47, 72, 52, 64, 65, 63, 57, 64, 56, 68, 67, 65, 58, 62, 64, 61, 64, 55, 60, 57, 50, 62, 64, 54, 55, 58, 66, 65, 58, 72, 59, 70, 70, 60, 66, 66, 59, 64, 59, 62, 61, 64, 60, 56, 59, 58, 61, 65, 69, 61, 57, 61, 59, 62, 55, 57, 62, 60, 67, 66, 65, 62, 69, 55, 63, 51, 62, 55, 54, 63, 63, 72, 65, 60, 54, 63, 63, 62, 61, 62, 63, 67, 58, 62, 63, 66, 61, 51, 51, 63, 60, 59, 61, 62, 64, 64, 48, 47, 58, 60, 59, 58, 62, 66, 64, 61, 67, 71, 58, 55, 59, 58, 60]
maxVal = Solution: cost=[20254.500000000007], size=[122], elements=[3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 27, 28, 30, 31, 32, 35, 37, 40, 41, 42, 43, 44, 46, 48, 49, 52, 53, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 68, 69, 70, 71, 73, 76, 78, 80, 83, 84, 85, 86, 88, 91, 92, 95, 96, 97, 99, 101, 104, 106, 108, 109, 110, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 128, 130, 132, 133, 137, 138, 144, 145, 146, 147, 148, 149, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 168, 173, 175, 176, 177, 181, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 199]
Time = 9.06 seg
