Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=2600.6 t=0.036
gen=1 bestSolVal=3666.8700000000003 t=0.092
gen=3 bestSolVal=5521.930000000004 t=0.19
gen=5 bestSolVal=5591.7199999999975 t=0.285
gen=6 bestSolVal=5989.240000000001 t=0.333
gen=7 bestSolVal=6327.320000000005 t=0.381
gen=8 bestSolVal=6867.290000000001 t=0.429
gen=9 bestSolVal=7540.869999999999 t=0.477
gen=10 bestSolVal=8277.249999999993 t=0.525
gen=11 bestSolVal=8559.909999999996 t=0.573
gen=12 bestSolVal=8595.649999999996 t=0.62
gen=13 bestSolVal=9366.04 t=0.669
gen=16 bestSolVal=9392.670000000007 t=0.813
gen=17 bestSolVal=9762.16 t=0.862
gen=18 bestSolVal=10281.300000000001 t=0.911
gen=19 bestSolVal=10604.200000000003 t=0.963
gen=20 bestSolVal=10641.260000000006 t=1.013
gen=21 bestSolVal=11201.61 t=1.062
gen=23 bestSolVal=11644.790000000014 t=1.159
gen=24 bestSolVal=11739.849999999995 t=1.209
gen=25 bestSolVal=12755.349999999997 t=1.259
gen=28 bestSolVal=12759.17 t=1.407
gen=30 bestSolVal=13423.7 t=1.507
gen=31 bestSolVal=14151.619999999999 t=1.557
gen=34 bestSolVal=14386.620000000006 t=1.707
gen=35 bestSolVal=14503.939999999995 t=1.757
gen=37 bestSolVal=14975.98 t=1.858
gen=39 bestSolVal=15954.040000000005 t=1.958
gen=40 bestSolVal=16273.009999999995 t=2.01
gen=42 bestSolVal=16428.47 t=2.112
gen=47 bestSolVal=16457.76 t=2.936
gen=48 bestSolVal=16607.459999999992 t=3.015
gen=49 bestSolVal=17792.530000000013 t=3.081
gen=54 bestSolVal=18072.11000000001 t=3.476
gen=57 bestSolVal=18276.16000000001 t=3.66
gen=62 bestSolVal=18284.670000000006 t=3.927
gen=63 bestSolVal=18557.51 t=3.98
gen=69 bestSolVal=18772.379999999997 t=4.325
gen=74 bestSolVal=18815.269999999993 t=4.613
gen=77 bestSolVal=18823.97999999999 t=4.822
gen=78 bestSolVal=19084.839999999993 t=4.894
gen=94 bestSolVal=19186.409999999985 t=5.781
gen=95 bestSolVal=19247.800000000003 t=5.832
gen=97 bestSolVal=19548.419999999995 t=5.94
gen=101 bestSolVal=19593.98 t=6.139
gen=113 bestSolVal=19716.689999999988 t=6.752
gen=120 bestSolVal=19761.16999999999 t=7.106
gen=125 bestSolVal=19903.679999999986 t=7.361
gen=136 bestSolVal=20067.009999999995 t=7.921
gen=152 bestSolVal=20074.579999999998 t=8.731
gen=164 bestSolVal=20259.289999999997 t=9.345
Set coverage = [62, 65, 60, 54, 62, 65, 76, 63, 59, 64, 59, 70, 66, 69, 54, 59, 53, 66, 60, 50, 58, 57, 64, 54, 60, 66, 54, 62, 59, 60, 51, 67, 64, 64, 60, 61, 61, 63, 73, 62, 61, 56, 53, 67, 60, 61, 64, 66, 53, 78, 63, 61, 60, 57, 66, 68, 53, 63, 64, 56, 58, 55, 61, 65, 67, 61, 61, 62, 62, 55, 65, 56, 64, 59, 68, 60, 60, 67, 62, 64, 55, 68, 69, 62, 67, 64, 59, 58, 81, 50, 64, 70, 61, 58, 63, 54, 69, 63, 58, 64, 58, 66, 64, 66, 61, 62, 60, 52, 65, 68, 57, 55, 62, 60, 58, 58, 71, 58, 72, 68, 58, 66, 67, 58, 60, 60, 61, 55, 63, 58, 56, 55, 55, 71, 64, 63, 67, 61, 53, 60, 63, 57, 58, 60, 58, 67, 69, 71, 54, 71, 56, 61, 54, 63, 49, 55, 66, 67, 67, 58, 60, 54, 63, 63, 61, 61, 61, 66, 73, 67, 64, 68, 61, 60, 55, 57, 64, 66, 60, 57, 58, 65, 69, 46, 52, 59, 59, 61, 64, 58, 62, 64, 63, 68, 67, 56, 59, 58, 61, 59]
maxVal = Solution: cost=[20259.289999999997], size=[123], elements=[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 21, 24, 25, 26, 27, 28, 30, 31, 32, 33, 36, 38, 40, 41, 43, 44, 45, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 72, 73, 75, 76, 78, 79, 84, 85, 87, 88, 89, 91, 93, 95, 96, 97, 99, 101, 104, 105, 106, 108, 109, 110, 111, 115, 118, 120, 121, 122, 123, 124, 125, 128, 130, 131, 132, 133, 137, 141, 142, 143, 145, 147, 148, 151, 152, 153, 155, 157, 159, 160, 161, 162, 166, 167, 168, 172, 173, 175, 181, 183, 185, 187, 190, 191, 192, 194, 195, 196, 197, 198, 199]
Time = 9.356 seg
