Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=2843.22 t=0.038
gen=1 bestSolVal=3054.180000000002 t=0.093
gen=2 bestSolVal=4190.580000000004 t=0.143
gen=3 bestSolVal=4531.629999999998 t=0.192
gen=4 bestSolVal=5809.050000000001 t=0.239
gen=6 bestSolVal=5936.350000000003 t=0.335
gen=7 bestSolVal=5960.960000000004 t=0.383
gen=8 bestSolVal=6539.010000000001 t=0.431
gen=9 bestSolVal=6740.3 t=0.48
gen=10 bestSolVal=7512.83 t=0.529
gen=11 bestSolVal=8137.710000000002 t=0.578
gen=12 bestSolVal=10058.200000000003 t=0.627
gen=14 bestSolVal=10473.999999999996 t=0.724
gen=15 bestSolVal=10526.950000000003 t=0.773
gen=16 bestSolVal=10647.979999999994 t=0.822
gen=17 bestSolVal=11075.220000000001 t=0.871
gen=18 bestSolVal=13072.590000000004 t=0.92
gen=19 bestSolVal=13232.150000000007 t=0.969
gen=23 bestSolVal=13437.769999999995 t=1.163
gen=24 bestSolVal=13790.590000000004 t=1.211
gen=25 bestSolVal=13856.389999999996 t=1.26
gen=27 bestSolVal=14688.250000000002 t=1.358
gen=30 bestSolVal=15176.329999999994 t=1.506
gen=31 bestSolVal=15324.029999999995 t=1.555
gen=32 bestSolVal=15471.279999999993 t=1.605
gen=36 bestSolVal=15978.169999999993 t=1.803
gen=39 bestSolVal=16048.390000000005 t=1.952
gen=40 bestSolVal=16743.870000000003 t=2.003
gen=42 bestSolVal=16777.429999999997 t=2.101
gen=45 bestSolVal=17238.44999999999 t=2.247
gen=51 bestSolVal=17354.300000000003 t=2.541
gen=59 bestSolVal=17684.569999999996 t=2.936
gen=61 bestSolVal=17938.270000000004 t=3.036
gen=67 bestSolVal=18350.449999999997 t=3.339
gen=68 bestSolVal=18647.180000000015 t=3.389
gen=69 bestSolVal=18925.81000000001 t=3.44
gen=80 bestSolVal=19013.53000000001 t=3.998
gen=88 bestSolVal=19116.6 t=4.402
gen=93 bestSolVal=19135.940000000013 t=4.655
gen=109 bestSolVal=19187.679999999993 t=5.954
gen=120 bestSolVal=19273.599999999988 t=6.575
gen=136 bestSolVal=19288.68999999999 t=7.628
gen=160 bestSolVal=19340.009999999995 t=8.996
gen=161 bestSolVal=19435.49999999999 t=9.054
gen=175 bestSolVal=19596.600000000006 t=9.898
gen=180 bestSolVal=19813.469999999998 t=10.159
gen=205 bestSolVal=19868.699999999997 t=11.437
gen=206 bestSolVal=19870.620000000003 t=11.488
gen=207 bestSolVal=20241.929999999997 t=11.538
Set coverage = [61, 67, 59, 56, 67, 64, 78, 62, 56, 63, 65, 71, 70, 69, 53, 60, 57, 68, 60, 49, 64, 59, 66, 54, 56, 68, 50, 63, 61, 60, 54, 63, 64, 67, 61, 64, 60, 58, 70, 62, 61, 60, 52, 71, 66, 64, 64, 69, 55, 79, 64, 67, 57, 57, 68, 70, 55, 61, 66, 58, 59, 56, 60, 64, 65, 63, 58, 60, 57, 58, 68, 61, 62, 59, 67, 63, 65, 68, 63, 63, 59, 66, 63, 64, 70, 64, 59, 56, 81, 56, 65, 67, 67, 58, 67, 56, 72, 69, 59, 62, 65, 65, 67, 64, 60, 63, 57, 51, 66, 68, 57, 59, 60, 63, 60, 60, 73, 59, 65, 69, 59, 66, 63, 60, 61, 58, 65, 59, 63, 61, 55, 57, 57, 68, 67, 67, 66, 63, 58, 59, 62, 56, 59, 65, 59, 66, 65, 74, 57, 73, 59, 61, 56, 64, 52, 57, 68, 67, 68, 62, 62, 53, 64, 67, 67, 61, 62, 65, 70, 63, 66, 69, 64, 62, 56, 57, 64, 66, 60, 63, 64, 65, 69, 47, 54, 63, 66, 56, 61, 60, 70, 64, 63, 68, 69, 55, 63, 63, 62, 62]
maxVal = Solution: cost=[20241.929999999997], size=[125], elements=[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 23, 24, 25, 27, 28, 30, 31, 32, 33, 36, 37, 39, 40, 41, 43, 44, 45, 48, 49, 52, 54, 55, 56, 57, 58, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 72, 73, 75, 76, 78, 84, 85, 86, 87, 88, 91, 93, 96, 97, 99, 101, 104, 105, 106, 108, 109, 110, 111, 114, 115, 116, 117, 118, 120, 121, 122, 123, 124, 125, 127, 128, 129, 130, 131, 132, 133, 136, 137, 141, 145, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 167, 168, 170, 172, 173, 181, 183, 185, 187, 188, 190, 191, 192, 193, 194, 195, 196, 197, 199]
Time = 11.55 seg
