Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3687.9100000000044 t=0.035
gen=1 bestSolVal=3717.5099999999975 t=0.09
gen=2 bestSolVal=5394.780000000002 t=0.139
gen=3 bestSolVal=5479.899999999998 t=0.187
gen=5 bestSolVal=5750.080000000004 t=0.28
gen=6 bestSolVal=6773.079999999998 t=0.327
gen=9 bestSolVal=7712.060000000001 t=0.466
gen=10 bestSolVal=7864.059999999999 t=0.513
gen=11 bestSolVal=8988.590000000004 t=0.559
gen=13 bestSolVal=9008.8 t=0.652
gen=14 bestSolVal=9139.19 t=0.698
gen=15 bestSolVal=10573.559999999998 t=0.745
gen=17 bestSolVal=11106.929999999997 t=0.837
gen=19 bestSolVal=11748.490000000003 t=0.931
gen=21 bestSolVal=11898.100000000004 t=1.027
gen=23 bestSolVal=12604.420000000002 t=1.123
gen=24 bestSolVal=12942.050000000005 t=1.17
gen=26 bestSolVal=13265.910000000003 t=1.265
gen=27 bestSolVal=13703.84 t=1.313
gen=30 bestSolVal=13798.819999999996 t=1.458
gen=31 bestSolVal=14373.46000000001 t=1.506
gen=32 bestSolVal=14393.819999999998 t=1.555
gen=33 bestSolVal=15586.459999999997 t=1.604
gen=38 bestSolVal=15687.669999999998 t=1.854
gen=40 bestSolVal=16086.720000000003 t=1.954
gen=41 bestSolVal=16140.339999999995 t=2.004
gen=46 bestSolVal=16738.899999999998 t=2.251
gen=48 bestSolVal=17058.389999999996 t=2.351
gen=49 bestSolVal=17122.919999999995 t=2.4
gen=54 bestSolVal=17349.119999999995 t=2.653
gen=58 bestSolVal=18003.29 t=2.852
gen=67 bestSolVal=18065.26 t=3.299
gen=70 bestSolVal=18308.77000000001 t=3.45
gen=71 bestSolVal=18871.870000000003 t=3.5
gen=84 bestSolVal=18887.520000000004 t=4.149
gen=86 bestSolVal=18917.3 t=4.249
gen=98 bestSolVal=18947.499999999996 t=4.844
gen=100 bestSolVal=19043.73 t=4.942
gen=103 bestSolVal=19138.68 t=5.09
gen=106 bestSolVal=19335.490000000013 t=5.238
gen=110 bestSolVal=19505.08999999999 t=5.445
gen=111 bestSolVal=20112.309999999998 t=5.506
gen=113 bestSolVal=20114.010000000002 t=5.608
gen=134 bestSolVal=20121.329999999994 t=6.656
gen=141 bestSolVal=20227.91 t=7.008
Set coverage = [57, 67, 57, 53, 63, 64, 73, 60, 57, 67, 59, 68, 67, 69, 56, 61, 53, 66, 64, 47, 62, 63, 64, 52, 61, 64, 53, 66, 58, 61, 56, 67, 65, 68, 57, 66, 60, 58, 69, 62, 60, 60, 51, 70, 62, 60, 65, 68, 58, 76, 61, 64, 57, 55, 67, 72, 59, 63, 64, 60, 63, 55, 62, 64, 67, 63, 56, 63, 61, 55, 65, 60, 61, 58, 68, 59, 65, 66, 63, 66, 54, 71, 64, 60, 67, 64, 56, 53, 76, 52, 63, 69, 63, 57, 66, 57, 73, 65, 58, 58, 65, 68, 65, 68, 55, 60, 60, 49, 69, 68, 56, 58, 62, 59, 65, 62, 75, 58, 70, 67, 62, 68, 64, 58, 62, 60, 62, 60, 65, 59, 57, 57, 52, 67, 65, 69, 65, 58, 58, 62, 63, 54, 58, 65, 61, 65, 66, 70, 62, 72, 60, 60, 54, 62, 57, 57, 65, 66, 69, 64, 58, 54, 63, 66, 63, 62, 60, 66, 71, 62, 59, 66, 65, 61, 56, 56, 66, 64, 58, 61, 61, 64, 62, 44, 53, 61, 60, 60, 64, 60, 66, 68, 66, 69, 68, 58, 63, 59, 61, 59]
maxVal = Solution: cost=[20227.91], size=[124], elements=[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 20, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 35, 39, 40, 41, 43, 44, 46, 48, 49, 52, 53, 54, 55, 56, 57, 58, 60, 62, 64, 65, 67, 68, 69, 70, 71, 73, 75, 76, 78, 80, 84, 85, 88, 89, 91, 93, 95, 96, 97, 99, 101, 104, 105, 106, 108, 109, 110, 111, 114, 115, 116, 117, 118, 120, 121, 123, 124, 125, 127, 128, 130, 131, 132, 133, 137, 138, 141, 142, 145, 147, 148, 149, 151, 152, 153, 155, 157, 158, 160, 161, 162, 168, 170, 172, 173, 175, 176, 177, 181, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 199]
Time = 7.02 seg
