Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3572.3 t=0.07
gen=1 bestSolVal=3727.9299999999994 t=0.188
gen=2 bestSolVal=4247.39 t=0.258
gen=3 bestSolVal=5022.070000000001 t=0.312
gen=4 bestSolVal=5130.37 t=0.365
gen=5 bestSolVal=6089.130000000002 t=0.446
gen=6 bestSolVal=6368.709999999998 t=0.52
gen=7 bestSolVal=7632.140000000002 t=0.572
gen=9 bestSolVal=9186.280000000002 t=0.675
gen=12 bestSolVal=9420.279999999995 t=0.831
gen=13 bestSolVal=9877.860000000004 t=0.881
gen=14 bestSolVal=10346.289999999997 t=0.953
gen=17 bestSolVal=11152.269999999997 t=1.107
gen=22 bestSolVal=12320.3 t=1.385
gen=24 bestSolVal=12456.240000000003 t=1.515
gen=25 bestSolVal=12642.419999999996 t=1.607
gen=26 bestSolVal=12781.550000000001 t=1.691
gen=27 bestSolVal=13532.740000000002 t=1.743
gen=28 bestSolVal=13560.349999999999 t=1.792
gen=30 bestSolVal=13901.030000000004 t=1.889
gen=31 bestSolVal=14482.03 t=1.938
gen=32 bestSolVal=14519.06 t=1.987
gen=34 bestSolVal=14694.509999999998 t=2.086
gen=35 bestSolVal=15350.17 t=2.136
gen=42 bestSolVal=15542.11 t=2.475
gen=44 bestSolVal=16057.300000000001 t=2.575
gen=46 bestSolVal=16064.750000000011 t=2.671
gen=47 bestSolVal=16112.520000000006 t=2.72
gen=48 bestSolVal=16118.449999999999 t=2.769
gen=49 bestSolVal=16237.369999999997 t=2.818
gen=51 bestSolVal=16614.400000000005 t=2.916
gen=53 bestSolVal=16673.830000000005 t=3.014
gen=54 bestSolVal=16760.630000000012 t=3.063
gen=56 bestSolVal=17621.590000000004 t=3.16
gen=59 bestSolVal=17718.379999999997 t=3.306
gen=62 bestSolVal=18185.100000000017 t=3.458
gen=69 bestSolVal=18210.29000000002 t=3.804
gen=72 bestSolVal=18433.85 t=3.953
gen=78 bestSolVal=18473.05 t=4.255
gen=79 bestSolVal=18729.54000000001 t=4.305
gen=82 bestSolVal=18874.00000000001 t=4.456
gen=92 bestSolVal=18883.99 t=4.959
gen=96 bestSolVal=18890.799999999996 t=5.16
gen=98 bestSolVal=18924.280000000006 t=5.26
gen=101 bestSolVal=19262.150000000005 t=5.409
gen=104 bestSolVal=19386.140000000007 t=5.557
gen=106 bestSolVal=19521.890000000014 t=5.655
gen=109 bestSolVal=19542.530000000017 t=5.803
gen=116 bestSolVal=19588.640000000014 t=6.151
gen=124 bestSolVal=19600.810000000023 t=6.55
gen=136 bestSolVal=19808.170000000006 t=7.153
gen=159 bestSolVal=19834.420000000006 t=8.297
gen=164 bestSolVal=19847.420000000002 t=8.549
gen=165 bestSolVal=19967.41 t=8.601
gen=168 bestSolVal=20080.42999999999 t=8.754
gen=170 bestSolVal=20164.36999999998 t=8.854
gen=174 bestSolVal=20362.549999999996 t=9.055
Set coverage = [56, 63, 56, 55, 61, 63, 75, 60, 58, 65, 53, 66, 72, 72, 56, 58, 59, 67, 63, 49, 61, 61, 66, 53, 52, 64, 48, 57, 59, 57, 52, 60, 64, 64, 61, 64, 57, 61, 67, 60, 62, 61, 51, 66, 63, 62, 61, 65, 51, 77, 65, 59, 54, 59, 65, 64, 52, 64, 60, 55, 62, 57, 58, 63, 67, 66, 55, 61, 60, 58, 64, 59, 59, 59, 65, 61, 62, 65, 59, 62, 54, 65, 60, 58, 66, 59, 60, 49, 77, 51, 59, 66, 58, 57, 63, 58, 67, 65, 63, 63, 59, 67, 59, 65, 53, 59, 56, 50, 63, 68, 54, 54, 62, 63, 61, 59, 70, 63, 65, 68, 58, 66, 67, 58, 61, 60, 58, 57, 62, 56, 55, 55, 59, 62, 71, 64, 60, 60, 58, 59, 60, 51, 50, 60, 60, 62, 69, 69, 58, 67, 58, 64, 55, 64, 55, 55, 62, 62, 64, 60, 62, 55, 63, 61, 61, 60, 64, 61, 66, 55, 59, 66, 63, 58, 54, 53, 65, 65, 58, 59, 63, 68, 64, 46, 48, 59, 57, 60, 61, 57, 65, 65, 58, 64, 64, 52, 57, 59, 65, 60]
maxVal = Solution: cost=[20362.549999999996], size=[121], elements=[3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 36, 40, 41, 42, 48, 51, 52, 53, 54, 55, 56, 58, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 73, 76, 78, 82, 84, 85, 86, 87, 88, 91, 93, 95, 96, 97, 99, 101, 104, 106, 108, 109, 110, 114, 115, 116, 118, 120, 121, 122, 123, 124, 125, 127, 128, 130, 131, 132, 133, 137, 138, 144, 145, 147, 148, 149, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 168, 169, 172, 173, 175, 177, 180, 181, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 9.067 seg
