Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=5840.709999999999 t=0.037
gen=4 bestSolVal=6332.819999999999 t=0.24
gen=5 bestSolVal=6680.08 t=0.29
gen=6 bestSolVal=8226.749999999998 t=0.339
gen=7 bestSolVal=8937.209999999997 t=0.387
gen=10 bestSolVal=9608.030000000002 t=0.532
gen=11 bestSolVal=10661.490000000002 t=0.582
gen=14 bestSolVal=11320.429999999997 t=0.731
gen=16 bestSolVal=11369.539999999994 t=0.828
gen=17 bestSolVal=11882.380000000001 t=0.877
gen=20 bestSolVal=12114.679999999993 t=1.025
gen=21 bestSolVal=12350.529999999997 t=1.074
gen=23 bestSolVal=12731.560000000001 t=1.171
gen=24 bestSolVal=13129.35 t=1.22
gen=25 bestSolVal=13478.650000000001 t=1.269
gen=26 bestSolVal=14089.019999999999 t=1.318
gen=27 bestSolVal=14289.879999999994 t=1.367
gen=29 bestSolVal=14535.62 t=1.465
gen=31 bestSolVal=16243.390000000009 t=1.562
gen=32 bestSolVal=16254.590000000002 t=1.611
gen=36 bestSolVal=16665.380000000016 t=1.808
gen=40 bestSolVal=16830.980000000003 t=2.003
gen=41 bestSolVal=16915.159999999996 t=2.052
gen=42 bestSolVal=17369.210000000006 t=2.1
gen=54 bestSolVal=17494.76999999999 t=2.694
gen=56 bestSolVal=17509.170000000002 t=2.791
gen=59 bestSolVal=17520.160000000003 t=2.938
gen=60 bestSolVal=17697.720000000005 t=2.987
gen=66 bestSolVal=17705.43 t=3.293
gen=67 bestSolVal=18185.959999999995 t=3.347
gen=68 bestSolVal=18199.570000000007 t=3.399
gen=69 bestSolVal=18317.860000000004 t=3.455
gen=70 bestSolVal=18398.09 t=3.508
gen=71 bestSolVal=18888.859999999993 t=3.559
gen=73 bestSolVal=19435.559999999998 t=3.669
gen=77 bestSolVal=19477.749999999993 t=3.89
gen=83 bestSolVal=20046.250000000004 t=4.23
gen=100 bestSolVal=20333.360000000004 t=5.153
Set coverage = [60, 65, 58, 58, 64, 66, 85, 63, 62, 65, 60, 75, 72, 72, 60, 62, 57, 68, 66, 49, 63, 66, 70, 55, 62, 72, 54, 63, 64, 55, 61, 64, 66, 69, 68, 63, 60, 67, 74, 64, 63, 63, 56, 69, 70, 66, 68, 67, 59, 83, 71, 66, 59, 59, 65, 68, 59, 66, 65, 61, 67, 59, 66, 63, 68, 66, 58, 68, 58, 64, 64, 62, 64, 61, 70, 67, 65, 67, 61, 69, 60, 67, 69, 61, 68, 66, 59, 61, 78, 55, 65, 70, 65, 60, 70, 57, 76, 65, 65, 66, 66, 71, 70, 69, 62, 65, 62, 54, 66, 69, 55, 63, 66, 65, 67, 60, 73, 64, 68, 69, 60, 72, 69, 64, 67, 64, 66, 59, 64, 59, 56, 60, 57, 70, 73, 73, 65, 62, 62, 62, 68, 59, 56, 64, 67, 71, 71, 77, 62, 72, 62, 64, 54, 63, 56, 58, 69, 68, 72, 61, 58, 56, 66, 72, 69, 61, 61, 70, 72, 66, 60, 70, 67, 60, 57, 54, 69, 71, 62, 62, 66, 72, 71, 50, 50, 61, 65, 66, 63, 64, 70, 65, 63, 73, 70, 65, 60, 56, 66, 59]
maxVal = Solution: cost=[20333.360000000004], size=[129], elements=[3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 35, 36, 37, 40, 41, 42, 43, 45, 49, 50, 51, 52, 53, 55, 56, 58, 61, 62, 65, 66, 67, 68, 70, 71, 72, 73, 76, 78, 82, 83, 84, 87, 88, 89, 91, 93, 96, 97, 99, 101, 102, 104, 105, 106, 108, 109, 110, 111, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 127, 130, 131, 132, 133, 137, 138, 141, 144, 145, 146, 147, 148, 151, 152, 153, 155, 157, 158, 160, 161, 162, 163, 165, 168, 169, 173, 175, 177, 179, 181, 182, 183, 185, 187, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 5.165 seg
