Executando GA na instância instances/max_sc_qbf/exact_n200.txt com População = 100, Taxa de Mutação = 0.01 por 1000 gerações
Método de inicialização: Default
gen=0 bestSolVal=3188.9300000000007 t=0.035
gen=1 bestSolVal=4190.060000000001 t=0.088
gen=2 bestSolVal=5128.520000000001 t=0.137
gen=3 bestSolVal=5548.159999999998 t=0.184
gen=4 bestSolVal=5644.100000000002 t=0.23
gen=6 bestSolVal=6914.879999999998 t=0.322
gen=7 bestSolVal=7932.369999999999 t=0.369
gen=11 bestSolVal=8266.699999999995 t=0.557
gen=12 bestSolVal=8878.460000000003 t=0.605
gen=15 bestSolVal=9539.469999999996 t=0.747
gen=18 bestSolVal=9975.339999999995 t=0.892
gen=20 bestSolVal=10472.949999999999 t=0.989
gen=21 bestSolVal=11086.230000000007 t=1.039
gen=22 bestSolVal=11749.33 t=1.088
gen=23 bestSolVal=11970.58 t=1.137
gen=24 bestSolVal=12850.290000000005 t=1.184
gen=26 bestSolVal=13723.919999999995 t=1.282
gen=29 bestSolVal=14466.740000000002 t=1.432
gen=31 bestSolVal=15184.509999999998 t=1.534
gen=32 bestSolVal=15497.85 t=1.585
gen=35 bestSolVal=15896.629999999997 t=1.741
gen=39 bestSolVal=16231.46999999999 t=1.949
gen=40 bestSolVal=16440.530000000002 t=2.001
gen=41 bestSolVal=16534.959999999995 t=2.051
gen=46 bestSolVal=16880.489999999994 t=2.298
gen=47 bestSolVal=17002.530000000006 t=2.348
gen=48 bestSolVal=17119.679999999993 t=2.397
gen=49 bestSolVal=17307.26999999999 t=2.447
gen=51 bestSolVal=17486.98 t=2.547
gen=52 bestSolVal=17669.160000000003 t=2.596
gen=53 bestSolVal=17692.619999999995 t=2.646
gen=54 bestSolVal=17944.079999999994 t=2.696
gen=55 bestSolVal=17955.469999999998 t=2.746
gen=56 bestSolVal=18044.770000000004 t=2.796
gen=58 bestSolVal=18243.760000000006 t=2.896
gen=59 bestSolVal=18454.729999999996 t=2.945
gen=60 bestSolVal=18613.500000000004 t=2.995
gen=65 bestSolVal=18905.19 t=3.241
gen=66 bestSolVal=19039.06 t=3.291
gen=68 bestSolVal=19070.44 t=3.389
gen=69 bestSolVal=19731.68000000001 t=3.439
gen=74 bestSolVal=20038.539999999983 t=3.685
gen=77 bestSolVal=20103.009999999984 t=3.833
gen=90 bestSolVal=20125.539999999983 t=4.471
gen=94 bestSolVal=20172.120000000003 t=4.669
gen=99 bestSolVal=20206.799999999985 t=4.917
Set coverage = [54, 62, 53, 56, 65, 61, 73, 59, 58, 66, 56, 66, 71, 68, 59, 60, 56, 67, 64, 50, 59, 66, 63, 58, 52, 65, 50, 60, 61, 57, 56, 62, 66, 63, 61, 63, 57, 59, 68, 61, 59, 61, 53, 64, 65, 67, 67, 68, 52, 79, 66, 64, 53, 61, 68, 70, 57, 65, 66, 55, 66, 56, 57, 63, 70, 65, 51, 64, 57, 55, 63, 63, 62, 59, 67, 59, 63, 62, 59, 65, 57, 68, 62, 56, 66, 60, 57, 50, 75, 55, 60, 67, 62, 58, 65, 56, 76, 68, 64, 56, 63, 71, 64, 70, 54, 59, 58, 52, 65, 67, 58, 60, 65, 61, 64, 62, 73, 60, 67, 65, 55, 71, 62, 63, 64, 59, 59, 59, 60, 56, 57, 56, 55, 65, 69, 67, 61, 59, 58, 60, 60, 52, 52, 65, 63, 63, 67, 70, 59, 69, 59, 66, 57, 61, 55, 57, 64, 66, 67, 66, 59, 56, 61, 65, 64, 62, 61, 62, 70, 60, 59, 67, 65, 58, 51, 50, 68, 64, 60, 62, 63, 68, 63, 46, 51, 61, 61, 59, 62, 63, 62, 64, 64, 69, 66, 59, 59, 56, 59, 55]
maxVal = Solution: cost=[20206.799999999985], size=[123], elements=[3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 20, 21, 22, 24, 25, 27, 30, 31, 32, 33, 35, 36, 40, 41, 42, 43, 48, 49, 52, 54, 55, 56, 57, 58, 61, 62, 64, 65, 67, 68, 69, 70, 71, 73, 76, 78, 80, 82, 83, 84, 85, 86, 88, 89, 91, 92, 93, 96, 97, 99, 101, 104, 106, 108, 110, 111, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 124, 125, 127, 128, 130, 132, 133, 137, 138, 147, 148, 149, 151, 152, 153, 155, 157, 158, 159, 160, 161, 162, 163, 168, 169, 172, 173, 175, 176, 177, 181, 182, 183, 185, 187, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199]
Time = 4.93 seg
